"연령별","무기질비료_질소질_지출액1","무기질비료_인산질_지출액1","무기질비료_가리질_지출액1","무기질비료_복합_지출액1","무기질비료_토양개량제_지출액1","무기질비료_기타_지출액1","유기질비료_퇴구비_지출액1","유기질비료_계분_지출액1","유기질비료_우분_지출액1","유기질비료_돈분_지출액1","유기질비료_기타_지출액1","지역별","규모별","조성비","경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액2","무기질비료_인산질_지출액2","무기질비료_가리질_지출액2","무기질비료_복합_지출액2","무기질비료_토양개량제_지출액2","무기질비료_기타_지출액2","유기질비료_퇴구비_지출액2","유기질비료_계분_지출액2","유기질비료_우분_지출액2","유기질비료_돈분_지출액2","유기질비료_기타_지출액2","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","내급비","소득","직접생산비","간접생산비","생산비 합계_ha당","순수익","총 평가액_ha당","특대 수량_ha당","대 수량_ha당","중 수량_ha당","소 수량_ha당","특대 평가액_ha당","대 평가액_ha당","중 평가액_ha당","소 평가액_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별_시간_ha당","수확 및 운반_시간_ha당","시비_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","표고목 눕히기_시간_ha당","표고목 뒤집기_시간_ha당","표고목 벌채_시간_ha당","표고목 세우기_시간_ha당","표고목 폐기_시간_ha당","버섯발생작업_시간_ha당","재배장 소독_시간_ha당","종균접종_시간_ha당","천공작업_시간_ha당","표고세척_시간_ha당","기타_시간_ha당","가중치"
3,0,0,0,0,0,0,0,0,0,0,1690000,34,2,280823,6,2.08,0,0.1,1.98,0,0.1,0,0.1,0,0,1.98,0,0,1.98,0,2.08,0,0.1,1.98,0,0.1,0,0.1,0,0,1.98,0,0,1.98,0,21.4,2,225.961538461538,812500,0,812500,0,0,0,0,0,0,0,0,0,0,812500,0,49759.6153846154,24038.4615384615,24038.4615384615,31250,625000,0,98317.3076923077,1499502.24358974,26315.7894736842,1525818.03306343,412660.256410256,48076.9230769231,961538.461538462,1009615.38461538,5424322.11538462,3404984.61538462,187500,9016806.73076923,8323036.79065898,281617.977478785,115807.367476298,397425.344955083,5985015.80530825,-112219.482966674,12901011.8663968,1407040.72957047,14308052.5959672,-6097235.28827492,8210817.30769231,384.615384615385,937.980769230769,1201.92307692308,528.846153846154,1682692.30769231,3282932.69230769,2644230.76923077,600961.538461538,0,0,0,0,0,0,0,0,0,0,0,0,1250,1250,184.615384615385,53.8461538461538,115.384615384615,69.2307692307692,82.6923076923077,36.5384615384615,542.307692307692,0,0,0,0,0,0,0,3.84615384615385,0,218.269230769231,15.3846153846154,0,0,0,14.4230769230769,76.9230769230769,9.61538461538461,0,80.7692307692308,0,0,0,0,123.076923076923,0,0,0,0,0,0,0,0,0,0,0,0,27
3,0,0,0,0,0,0,0,0,0,0,1712000,99,1,255762,5,1.2,0,0,1.2,0,1.2,0,0,1.2,0,0,0,0,0,0,1.2,0,0,1.2,0,1.2,0,0,1.2,0,0,0,0,0,0,11,2,333.333333333333,1426666.66666667,0,1426666.66666667,0,0,0,0,0,0,0,0,0,0,1426666.66666667,58083.3333333333,229333.333333333,0,0,0,333333.333333333,150000,12500,44166.6666666667,47619.0476190476,91785.7142857143,1158333.33333333,500000,0,500000,4977315,1110433.33333333,145833.333333333,6233581.66666667,4852831.71925946,173655.999807738,91541.4537055833,265197.453513321,5861745.11520625,6220368.28074054,9949379.38095238,765197.453513321,10714576.8344657,358623.165534295,11073200,266.666666666667,1366.66666666667,1966.66666666667,166.666666666667,1172133.33333333,4912483.33333333,4786250,202333.333333333,0,0,0,0,0,0,0,0,0,0,0,0,3566.66666666667,3566.66666666667,141.666666666667,186.666666666667,26.6666666666667,30,20,20,425,0,0,0,0,0,0,13.3333333333333,0,46.6666666666667,263.333333333333,56.6666666666667,0,0,0,0,26.6666666666667,0,0,18.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6363636363636
3,0,0,0,0,0,0,0,0,0,0,180000,34,1,280823,6,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,17,2,400,180000,0,180000,0,0,0,0,0,0,0,0,0,0,180000,264000,350000,0,15000,8000,0,0,48500,157320,102947.368421053,260267.368421053,307800,0,300000,300000,6492628,2585896,0,9078524,4600286.36842105,114661.181298764,107809.6277996,222470.809098364,6715098.80909836,2627713.63157895,10792914.3684211,522470.809098364,11315385.1775194,-4087385.17751942,7228000,120,1280,1400,400,444000,3584000,2800000,400000,0,0,0,0,0,0,0,0,0,0,0,0,600,600,242,16,104,32,110,0,504,96,0,0,0,0,0,8,0,0,182,16,0,32,0,0,0,88,0,80,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,27.2142857142857
3,0,0,0,0,0,0,0,0,0,0,200000,34,1,280823,6,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5,2,300,200000,0,200000,0,0,0,0,0,0,0,0,0,0,200000,10000,200000,0,0,12000,0,0,0,1211820,75000,1286820,892500,0,150000,150000,4348272,0,0,4348272,3032143,262797.00998205,51717.6194288,314514.62941085,4662786.62941085,-37643,7230415,464514.62941085,7694929.62941085,-4700429.62941085,2994500,343,170,0,0,2229500,765000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400,120,104,0,0,54,0,278,0,0,0,0,0,0,6,0,0,192,16,0,0,0,0,16,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2142857142857
3,0,0,0,0,0,0,0,0,0,0,2240000,99,3,255762,6,3.5,0,0,3.5,0,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0,0,3.5,0,3.5,0,0,3.5,0,0,0,0,0,0,27,2,240,640000,0,640000,0,0,0,0,0,0,0,0,0,0,640000,260000,70857.1428571429,0,0,0,0,1485714.28571429,10000,21357.1428571429,20538.7755102041,41895.9183673469,19285.7142857143,500000,0,500000,947516.571428571,1498334.28571429,52857.1428571429,2498708,4314229.76341285,19894.4011990204,53831.8217167714,73726.2229157918,1541719.52072743,2636744.52230144,5282223.06122449,573726.222915792,5855949.28414028,1095025.001574,6950974.28571429,155.428571428571,971.428571428571,680,136,1000520,4365017.14285714,1435780,149657.142857143,0,0,0,0,0,0,0,0,0,0,0,0,1600,1600,0,78.2857142857143,43.4285714285714,61.4285714285714,0,2.28571428571429,185.428571428571,0,0,0,0,0,0,2.28571428571429,0,34,130.285714285714,9.14285714285714,0,0,0,0,0,0,0,0,0,0,0,9.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6
3,0,0,0,0,0,0,0,0,0,0,2700000,34,3,280823,6,5.46,0,0,5.46,0,5.46,0,0,5.46,0,0,0,0,0,0,4.96,0,0,4.96,0,4.96,0,0,4.96,0,0,0,0,0,0,22.4444444444444,2,204.233870967742,544354.838709678,0,544354.838709678,0,0,0,0,0,0,0,0,0,0,544354.838709678,192741.935483871,19717.7419354839,403.225806451613,1008.06451612903,12298.3870967742,0,0,0,119861.155913979,62096.7741935484,181957.930107527,83891.1290322581,402217.741935484,0,402217.741935484,1290514.31451613,455235.685483871,20161.2903225806,1765911.29032258,1777689.35694348,69662.4648375054,27499.1457637097,97161.6106012151,1804797.53860397,826181.610798454,3083107.54301075,499379.352536699,3582486.89554745,-978615.927805516,2603870.96774194,0,0,1290.32258064516,0,0,0,2603870.96774194,0,0,0,0,0,0,0,0,0,0,0,0,0,806.451612903226,806.451612903226,4.83870967741936,64.7177419354839,15.9274193548387,19.3548387096774,19.758064516129,0,124.596774193548,0,0,0,0,0,0,6.45161290322581,1.00806451612903,0,56.4516129032258,7.25806451612903,0,0,0,0,0,0.403225806451613,0,12.9032258064516,0,0,0,0,40.1209677419355,0,0,0,0,0,0,0,0,0,0,0,0,15.6896551724138
3,0,0,0,0,0,0,0,0,0,0,2800000,99,4,255762,6,5,0,0,5,0,0,0,0,0,0,5,0,0,5,0,5,0,0,5,0,0,0,0,0,0,5,0,0,5,0,18.6,2,316,560000,0,560000,0,0,0,0,0,0,0,0,0,0,560000,145600,94300,0,0,0,0,0,0,72400,30000,102400,16666.6666666667,0,260000,260000,2388758.8,704000,38000,3130758.8,2147378.54909526,10183.4172896667,42614.82697902,52798.2442686867,2470907.16184009,1254545.45090474,4305487.46666667,312798.244268687,4618285.71093535,-1216361.71093535,3401924,96,720,324,60,356656,2298804,678184,68280,0,0,0,0,0,0,0,0,0,0,0,0,1400,1400,48,62.8,6.4,24,39,12.4,192.6,0,0,0,0,0,0,0.6,0,0,129.6,6,0,0,0,12,24.8,0,0,18.8,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3
3,0,0,0,0,0,0,0,0,0,0,2880000,99,3,255762,5,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,22,2,330,720000,0,720000,0,0,0,0,0,0,0,0,0,0,720000,217750,73812.5,85625,0,0,0,0,0,123604.166666667,49500,173104.166666667,65625,0,500000,500000,4338074.5,1241359,81000,5660433.5,3351059.22369392,67894.5637484792,73263.76171465,141158.325463129,4542211.26843588,6053793.27630608,7252112.16666667,641158.325463129,7893270.4921298,1511582.0078702,9404852.5,350,1750,1230,170,1536447.5,5273475,2409255,185675,0,0,0,0,0,0,0,0,0,0,0,0,1800,1800,87,113,4,79.5,71,2,356.5,0,0,0,0,0,0,4,0,54,189,15,0,4,0,4,35,0,0,36,0,0,0,11.5,4,0,0,0,0,0,0,0,0,0,0,0,0,13.6
3,0,0,0,0,0,0,0,0,0,0,3200000,99,4,255762,5,5,0,0,5,0,0,0,0,0,0,5,0,0,5,0,5,0,0,5,0,0,0,0,0,0,5,0,0,5,0,16,2,304,640000,0,640000,0,0,0,0,0,0,0,0,0,0,640000,178400,85460,0,0,0,0,0,0,246700,24285.7142857143,270985.714285714,141666.666666667,0,500000,500000,1262857.6,1434000,220000,2916857.6,3623254.97347606,59425.7217848333,41422.88296804,100848.604752873,1466725.61222919,4185634.02652394,4489131.98095238,600848.604752873,5089980.58570525,2718908.41429475,7808889,196,1540,980,84,744373,5008445,1964851,91220,0,0,0,0,0,0,0,0,0,0,0,0,1600,1600,33.6,46.4,16,54.4,7.2,22.4,180,0,0,0,0,0,0,2.4,0,14.4,120,6,0,0,0,0,25.6,0,0,1.6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3
3,0,0,0,0,0,0,0,0,0,0,3230000,34,4,280823,6,11.5,0,0,11.5,0,1.5,0,0,1.5,0,0,0,0,0,0,11.5,0,0,11.5,0,1.5,0,0,1.5,0,0,0,0,0,0,26.3333333333333,2,504.347826086957,280869.565217391,0,280869.565217391,0,0,0,0,0,0,0,0,0,0,280869.565217391,36956.5217391304,12826.0869565217,0,0,1739.13043478261,0,0,45347.8260869565,22369.5652173913,1739.13043478261,24108.6956521739,23478.2608695652,39130.4347826087,0,39130.4347826087,1248848.69565217,67826.0869565217,11304.347826087,1327979.13043478,774557.496661809,5518.16416195652,18492.8003829565,24010.964544913,1322712.12005702,2703703.37290341,2034128.2173913,63141.3993275217,2097269.61671883,1380991.25284639,3478260.86956522,0,1391.30434782609,0,0,0,3478260.86956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660.869565217391,660.869565217391,27.0434782608696,17.8260869565217,0,4.17391304347826,27.7391304347826,0,76.7826086956522,2.17391304347826,2.17391304347826,0,0,0,0,3.65217391304348,1.73913043478261,2.08695652173913,20.8695652173913,6.08695652173913,0,0,0,0,7.39130434782609,8.69565217391304,0,21.9130434782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2068965517241
3,0,0,0,0,0,0,0,0,0,0,3620000,34,4,280823,5,9,0,0,9,0,5,0,0,5,0,4,0,0,4,0,9,0,0,9,0,5,0,0,5,0,4,0,0,4,0,17.6666666666667,2,422.222222222222,402222.222222222,0,402222.222222222,0,0,0,0,0,0,0,0,0,0,402222.222222222,84777.7777777778,8611.11111111111,8333.33333333333,0,1666.66666666667,61111.1111111111,0,56020,196018.518518519,5000,201018.518518519,97222.2222222222,166666.666666667,133333.333333333,300000,1146101.55555556,929666.666666667,50222.2222222222,2125990.44444444,2287298.80461363,31900.852425463,29800.7975155667,61701.6499410296,1402199.25273481,5096034.52871971,3327796.40740741,361701.64994103,3689498.05734844,3693835.2759849,7383333.33333333,333.333333333333,2333.33333333333,55.5555555555556,55.5555555555556,1366666.66666667,5888888.88888889,83333.3333333333,44444.4444444444,0,0,0,0,0,0,0,0,0,0,0,0,777.777777777778,777.777777777778,32.8888888888889,38,16.8888888888889,17.7777777777778,7.22222222222222,19.5555555555556,132.333333333333,1.11111111111111,0,0,0,0,0,5.22222222222222,2.22222222222222,8.88888888888889,71.1111111111111,4.88888888888889,0,0,0,0.888888888888889,8.44444444444444,0,0,20,0,0,0,0.222222222222222,9.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,10.2068965517241
3,0,0,0,0,0,0,0,0,0,0,4000000,99,4,255762,5,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,37,2,306.666666666667,666666.666666667,0,666666.666666667,0,0,0,0,0,0,0,0,0,0,666666.666666667,49333.3333333333,25791.6666666667,0,0,0,0,0,0,24833.3333333333,25000,49833.3333333333,21875,0,400000,400000,1201822.66666667,834626.666666667,31333.3333333333,2067782.66666667,2316730.44727348,28744.5118185417,30460.4215709833,59204.933389525,1279519.15278271,4031516.21939319,3137044.66666667,459204.933389525,3596249.60005619,2751997.06661048,6348246.66666667,266.666666666667,1600,666.666666666667,133.333333333333,963880,4164633.33333333,1102600,117133.333333333,0,0,0,0,0,0,0,0,0,0,0,0,1666.66666666667,1666.66666666667,47.3333333333333,21.3333333333333,17.3333333333333,38.6666666666667,8.33333333333333,0,133,0,0,0,0,0,0,0,0,25.3333333333333,94.3333333333333,5,0,0,0,0,0,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3
3,0,0,0,0,0,0,0,0,0,0,425000,99,1,255762,6,1.5,0,0,1.5,0,0,0,0,0,0,1.5,0,0,1.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,11,2,320,425000,0,425000,0,0,0,0,0,0,0,0,0,0,425000,0,124210,0,0,3500,0,0,707000,229133.333333333,15000,244133.333333333,175000,0,310000,310000,3758084,0,0,3758084,2244605.33333333,55162.8934213333,54401.1663201,109564.059741433,3867648.05974143,-61875.333333333,5692689.33333333,419564.059741433,6112253.39307477,-3929523.39307477,2182730,138,333,294,14,604440,902430,663960,11900,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,45,141,0,0,62,0,248,0,0,0,0,0,0,0,20,8,131,8,0,0,0,16,8,0,0,54,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6363636363636
3,0,0,0,0,0,0,0,0,0,0,430000,38,1,275283,6,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,1.6,0,0,1.6,0,1.6,0,0,1.6,0,0,0,0,0,0,12.6666666666667,2,125,268750,0,268750,0,0,0,0,0,0,0,0,0,0,268750,0,37500,0,0,37500,0,0,0,135416.666666667,42769.0972222222,178185.763888889,83333.3333333333,625000,0,625000,2358265,100000,12500,2470765,981060.585932756,61173.9865971137,30513.98654975,91687.9731468637,3086944.48443633,-213135.585932756,3351317.09722222,716687.973146864,4068005.07036909,-3300080.07036909,767925,62.5,187.5,62.5,18.75,187500,468750,93750,17925,0,0,0,0,0,0,0,0,0,0,0,0,625,625,34.375,55,0,10,53.125,0,152.5,0,0,0,0,0,0,0,0,0,60,15,0,0,0,0,31.25,0,0,43.75,0,0,0,1.875,0.625,0,0,0,0,0,0,0,0,0,0,0,0,21.2222222222222
3,0,0,0,0,0,0,0,0,0,0,500000,34,1,280823,5,41.5,0,0,41.5,0,41.5,0,0,41.5,0,0,0,0,0,0,1.5,0,0,1.5,0,1.5,0,0,1.5,0,0,0,0,0,0,26,1,333.333333333333,333333.333333333,0,333333.333333333,0,0,0,0,0,0,0,0,0,0,333333.333333333,0,8000,0,0,6666.66666666667,533333.333333333,0,19000,54000,0,54000,900000,300000,0,300000,3662338,433333.333333333,30000,4125671.33333333,2571663.74948288,50999.1216,54490.1834943667,105489.305094367,4094653.22227815,4915002.91718378,6260827.66666667,405489.305094367,6666316.97176103,820349.694905633,7486666.66666667,400,1586.66666666667,333.333333333333,66.6666666666667,2000000,4833333.33333333,600000,53333.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,333.333333333333,333.333333333333,137.333333333333,69.3333333333333,16,0,28.6666666666667,5.33333333333333,256.666666666667,5.33333333333333,0,0,0,0,0,0,10,19.3333333333333,149.333333333333,5.33333333333333,0,0,0,21.3333333333333,21.3333333333333,0,0,23.3333333333333,0,0,0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2142857142857
3,0,0,0,0,0,0,0,0,0,0,644000,36,1,266157,6,1.23,0,0,1.23,0,0,0,0,0,0,1.23,0,0,1.23,0,1.13,0,0,1.13,0,0,0,0,0,0,1.13,0,0,1.13,0,19.75,2,392.920353982301,569911.504424779,0,569911.504424779,0,0,0,0,0,0,0,0,0,0,569911.504424779,0,85840.7079646018,619.469026548673,0,31415.9292035398,0,0,0,211799.410029499,8849.55752212389,220648.967551622,243362.831858407,0,442477.876106195,442477.876106195,6157448.67256637,472566.371681416,0,6630015.04424779,2333000.65781711,47745.6351806784,79337.0551531416,127082.69033382,6284531.36290019,305061.289085546,8047971.45427728,569560.566440015,8617532.0207173,-5979470.07381464,2638061.94690265,0,1312.38938053097,0,0,0,2638061.94690265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477.87610619469,2477.87610619469,177.87610619469,188.495575221239,0,0,49.5575221238938,21.2389380530973,437.16814159292,0,0,0,0,0,0,0,0,30.0884955752212,215.929203539823,56.6371681415929,0,0,0,0,0,63.716814159292,0,70.7964601769911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8666666666667
3,0,0,0,0,0,0,0,0,0,0,680000,34,3,280823,6,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,23.25,2,275,170000,0,170000,0,0,0,0,0,0,0,0,0,0,170000,19000,13875,0,0,3250,0,0,7125,56875,1375,58250,67500,157000,0,157000,1979636.5,0,0,1979636.5,619823,10260.944121875,23774.507922725,34035.4520446,2170671.9520446,3130177,2599459.5,191035.4520446,2790494.9520446,959505.0479554,3750000,500,375,250,250,2050000,1125000,375000,200000,0,0,0,0,0,0,0,0,0,0,0,0,400,400,61.25,23.75,0,0,32.5,0,117.5,12.5,0,0,0,0,0,3,0,6,62.5,10,0,0,0,0,0,3.75,0,18.5,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,15.6896551724138
3,0,0,0,0,0,0,0,0,0,0,850000,34,3,280823,5,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,22,2,466.666666666667,283333.333333333,0,283333.333333333,0,0,0,0,0,0,0,0,0,0,283333.333333333,10000,12500,0,0,500,0,0,108166.666666667,102750,26666.6666666667,129416.666666667,90000,0,310000,310000,3289511.66666667,1500000,83333.3333333333,4872845,2750838.36079241,38268.3140875,57323.54391925,95591.85800675,3442338.16388101,8865828.30587426,5787584.66666667,405591.85800675,6193176.52467342,5423490.14199325,11616666.6666667,2166.66666666667,1833.33333333333,666.666666666667,666.666666666667,6216666.66666667,3833333.33333333,1000000,566666.666666667,0,0,0,0,0,0,0,0,0,0,0,0,666.666666666667,666.666666666667,93.3333333333333,72.6666666666667,146.666666666667,13.3333333333333,42,0,368,10,0,0,0,0,0,0,0,10.6666666666667,272,6.66666666666667,0,0,0,3.33333333333333,26.6666666666667,8.33333333333333,0,28.6666666666667,0,0,0,0.666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,15.6896551724138
3,0,0,0,0,0,0,0,0,0,0,850000,99,3,255762,5,3.7,0,0,3.7,0,0,0,0,0,0,3.7,0,0,3.7,0,3.33,0,0,3.33,0,0,0,0,0,0,3.33,0,0,3.33,0,12.3333333333333,2,286.786786786787,255255.255255255,0,255255.255255255,0,0,0,0,0,0,0,0,0,0,255255.255255255,0,37846.8468468468,60960.960960961,4204.2042042042,13513.5135135135,90090.0900900901,0,188039.039039039,75819.8198198198,7270.4283230599,83090.2481428797,109484.484484484,0,150150.15015015,150150.15015015,2115183.78378378,495596.396396396,0,2610780.18018018,1743993.18908382,24468.0951523231,35351.2607152252,59819.3558675483,2175003.13965133,5150901.70581107,3709026.82271745,209969.506017698,3918996.32873515,2975898.56615974,6894894.8948949,935.135135135135,1384.08408408408,119.81981981982,7.50750750750751,3410162.16216216,3273390.39039039,205711.711711712,5630.63063063063,0,0,0,0,0,0,0,0,0,0,0,0,600.600600600601,600.600600600601,57.6576576576577,32.7327327327327,12.012012012012,21.6216216216216,36.036036036036,2.4024024024024,162.462462462462,16.8168168168168,0,0,0,0,0,0,0,21.6216216216216,88.8888888888889,4.8048048048048,0,0,0,4.8048048048048,0,0,0,24.024024024024,0,0,0,1.5015015015015,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6
3,0,0,0,0,0,0,0,0,100000,0,0,34,1,280823,5,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,1.5,0,0,1.5,0,1.5,0,0,1.5,0,0,0,0,0,0,30,2,333.333333333333,66666.6666666667,0,66666.6666666667,0,0,0,0,0,0,0,0,66666.6666666667,0,0,6666.66666666667,8000,0,0,0,0,0,102333.333333333,332000,21333.3333333333,353333.333333333,180000,300000,0,300000,4536324,0,0,4536324,997823,77196.88466,51172.4868112667,128369.371471267,4964693.37147127,4668843.66666667,5534147,428369.371471267,5962516.37147127,-295849.704804599,5666666.66666667,0,2000,0,0,0,5666666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,2000,141.333333333333,129.333333333333,0,0,32,0,302.666666666667,20,0,0,0,0,0,0,0,10.6666666666667,218.666666666667,6.66666666666667,0,0,0,6.66666666666667,13.3333333333333,5.33333333333333,0,18.6666666666667,0,0,0,0,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,27.2142857142857
3,0,0,0,0,0,0,0,800000,0,0,0,34,4,280823,6,5,0,0,5,0,0,0,0,0,0,5,0,0,5,0,5,0,0,5,0,0,0,0,0,0,5,0,0,5,0,13,2,414,160000,0,160000,0,0,0,0,0,0,0,160000,0,0,0,47200,21000,3000,9000,1500,0,0,98700,71000,0,71000,233333.333333333,0,500000,500000,3365745.2,381260,32000,3779005.2,1810072.35230016,31749.772025,44661.14938658,76410.92141158,3470900.10244475,3219927.64769984,4704561.53333333,576410.92141158,5280972.45474491,-250972.454744913,5030000,400,1240,100,100,1600000,3200000,150000,80000,0,0,0,0,0,0,0,0,0,2000,0,0,0,2000,104.6,57.2,20.8,6,46.4,0,235,12,0,0,0,0,0,8,0,11.2,85.6,12,0,0,0,11,23,16,0,30.4,0,0,0,0.4,25.4,0,0,0,0,0,0,0,0,0,0,0,0,10.2068965517241
3,0,0,0,0,0,0,1050000,0,0,0,0,36,4,266157,6,13.67,0,0,13.67,0,13.67,0,0,13.67,0,0,0,0,0,0,13.57,0,0,13.57,0,13.57,0,0,13.57,0,0,0,0,0,0,11.0769230769231,2,240.972733971997,77376.565954311,0,77376.565954311,0,0,0,0,0,0,77376.565954311,0,0,0,0,0,36403.8319823139,1473.83935151069,0,0,0,0,0,42313.9277818718,31338.4788426483,73652.40662452,16801.7686072218,121591.746499632,0,121591.746499632,1038174.72365512,245029.329403095,0,1283204.05305822,716894.741922973,27896.5492005401,15161.5953235335,43058.1445240736,1202824.61467883,1683784.99278594,1755069.46557809,164649.891023705,1919719.3566018,480960.378107117,2400679.73470892,173.691967575534,361.680176860722,117.317612380251,46.6470154753132,853516.875460575,1265880.61901253,234635.224760501,46647.0154753132,0,0,0,0,0,0,0,0,442.151805453206,0,0,0,0,442.151805453206,27.0449521002211,20.9285187914517,8.25350036845984,9.13780397936625,16.2122328666175,0,81.5770081061164,8.84303610906411,0,0,0,0,0,0,0,7.36919675755343,44.8047162859248,8.25350036845984,0,0,0,0,0,0,0,11.7907148120855,0,0,0,0.368459837877671,0.147383935151069,0,0,0,0,0,0,0,0,0,0,0,0,10.9166666666667
3,0,0,0,0,0,0,110000,0,0,0,0,36,2,266157,6,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,2.5,0,0,2.5,0,2.5,0,0,2.5,0,0,0,0,0,0,26.3333333333333,2,408,44000,0,44000,0,0,0,0,0,0,44000,0,0,0,0,0,130900,12000,4000,4000,0,0,156800,39480,27052.6315789474,66532.6315789474,0,94414.4,0,94414.4,2207701.6,0,0,2207701.6,684389.631578947,24212.4948908632,27748.13635664,51960.6312475032,2354076.6312475,637610.368421053,2892091.23157895,146375.031247503,3038466.26282645,-1716466.26282645,1322000,0,600,20,0,0,1300000,22000,0,0,0,0,0,0,0,0,0,400,0,0,0,0,400,63.6,21.6,0,0,42.8,0,128,5.2,0,0,0,0,0,0,3.2,12.8,33.6,9.6,0,0,0,9.2,0,6.4,0,42.4,0,0,0,2.4,3.2,0,0,0,0,0,0,0,0,0,0,0,0,12.1428571428571
