"▣ 연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","▣ 지역별","▣ 규모별(통계표기준)","조성비","▣ 경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","▣ 전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액_ha당","무기질비료_인산질_지출액_ha당","무기질비료_가리질_지출액_ha당","무기질비료_복합_지출액_ha당","무기질비료_토양개량제_지출액_ha당","무기질비료_기타_지출액_ha당","유기질비료_퇴구비_지출액_ha당","유기질비료_계분_지출액_ha당","유기질비료_우분_지출액_ha당","유기질비료_돈분_지출액_ha당","유기질비료_기타_지출액_ha당","농약비_ha당","수도광열비_ha당","기타재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","내급비","소득","직접생산비","간접생산비","생산비 합계_ha당","순수익","총 평가액_ha당","특대 수량_ha당","대 수량_ha당","중 수량_ha당","소 수량_ha당","특대 평가액_ha당","대 평가액_ha당","중 평가액_ha당","소 평가액_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별 및 포장_시간_ha당","수확_시간_ha당","시비_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","세척_시간_ha당","운반 및 저장_시간_ha당","기타_시간_ha당","가중치"
3,0,0,0,0,0,0,0,0,0,0,3031000,99,4,270258,1,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,21,2,288.333333333333,505166.666666667,0,505166.666666667,0,0,0,0,0,0,0,0,0,0,505166.666666667,198000,127900,66166.6666666667,0,2000,0,0,0,317650.833333333,42687.5877192983,360338.421052632,40013.8888888889,0,124833.333333333,124833.333333333,960703.5,1308232.83333333,197666.666666667,2466603,3116881.28617461,133658.718963231,67821.6021166667,201480.321079898,1245879.01151348,6850752.88049206,4036446.64327485,326313.654413231,4362760.29768808,5604873.86897858,9967634.16666667,449.666666666667,1270.5,505.333333333333,7.16666666666667,2481260.66666667,5917021,1561333,8019.5,0,0,0,0,0,0,0,0,0,0,0,0,900,900,23.1666666666667,21.3333333333333,9.66666666666667,70,8.16666666666667,0,132.333333333333,0,0,0,0,0,0,3.5,1.66666666666667,15,96.8333333333333,7.33333333333333,0,0,0,0,3.33333333333333,0,0,4.66666666666667,0,0,0,0,0,0,0,0,0,0,6.90909090909091
3,0,0,0,0,0,0,0,0,0,0,3886000,34,4,300789,2,13.6,0,0,13.6,0,0,0,0,0,0,13.6,0,0,13.6,0,13.6,0,0,13.6,0,0,0,0,0,0,13.6,0,0,13.6,0,24,2,235.294117647059,285735.294117647,0,285735.294117647,0,0,0,0,0,0,0,0,0,0,285735.294117647,30147.0588235294,3286.76470588235,882.352941176471,15955.8823529412,6617.64705882353,0,0,12132.3529411765,142115.410539216,2618.01470588235,144733.425245098,37068.0147058824,0,91250,91250,736205.588235294,422610.294117647,0,1158815.88235294,1351208.0870098,41738.9171178003,30498.5006911765,72237.4178089767,808443.006044271,863008.089460784,1996163.6752451,163487.417808977,2159651.09305407,54565.0834165136,2214216.17647059,48.3823529411765,268.823529411765,451.617647058824,145.367647058824,217720.588235294,978517.647058824,858073.529411765,159904.411764706,0,0,0,0,0,0,0,0,0,0,0,0,264.705882352941,264.705882352941,14.4852941176471,10.5882352941176,10.8823529411765,5.07352941176471,12.2794117647059,5.66176470588235,58.9705882352941,0,0,0,0,0,0,2.57352941176471,0,0,31.3970588235294,1.61764705882353,0,0,0,0,6.47058823529412,1.02941176470588,0,13.1617647058824,0,0,0,0,0,0,0,0,0,2.72058823529412,1.6875
3,0,0,0,0,0,0,0,0,0,0,4508000,34,4,300789,2,5.52,0,0,5.52,0,0,0,0,0,0,5.52,0,0,5.52,0,5.52,0,0,5.52,0,0,0,0,0,0,5.52,0,0,5.52,0,21,2,333.333333333333,816666.666666667,0,816666.666666667,0,0,0,0,0,0,0,0,0,0,816666.666666667,27355.0724637681,23351.4492753623,0,16847.8260869565,3623.1884057971,368297.101449275,0,92753.6231884058,26708.9371980676,8063.04347826087,34771.9806763285,60013.5869565217,0,196376.811594203,196376.811594203,1137066.84782609,470993.65942029,0,1608060.50724638,2411839.96618357,29760.4078016304,59582.6520108696,89343.0598125,1226409.90763859,2298496.99033816,3352530.00241546,285719.871406703,3638249.87382216,1072087.08269958,4710336.95652174,124.275362318841,993.478260869565,437.13768115942,491.666666666667,477217.391304348,2910891.30434783,830561.594202899,491666.666666667,0,0,0,0,0,0,0,0,0,0,0,0,652.173913043478,652.173913043478,22.2826086956522,19.5652173913043,12.8623188405797,15.3985507246377,17.0289855072464,0,87.1376811594203,0,0,0,0,0,0,5.07246376811594,0,0,53.2608695652174,0,0,0,0,0,0,0,0,17.0289855072464,0,0,0,0,0,0,0,0,0,11.7753623188406,7.68421052631579
3,0,0,0,0,0,0,0,0,0,0,6491000,99,4,270258,1,5.6,0,0,5.6,0,0,0,0,0,0,5.6,0,0,5.6,0,5.6,0,0,5.6,0,0,0,0,0,0,5.6,0,0,5.6,0,25,2,250,1159107.14285714,0,1159107.14285714,0,0,0,0,0,0,0,0,0,0,1159107.14285714,157321.428571429,88785.7142857143,235178.571428571,0,2142.85714285714,0,184464.285714286,206785.714285714,86876.4880952381,38754.0816326531,125630.569727891,150029.761904762,0,193750,193750,3130224.82142857,174525.892857143,10535.7142857143,3315286.42857143,2948536.33624738,58078.2012427721,107783.803678571,165862.004921344,3306066.14316376,11149160.092324,5894990.4744898,359612.004921344,6254602.47941114,7843093.94916029,14097696.4285714,819.285714285714,806.25,423.035714285714,0,6887142.85714286,5569250,1641303.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,2025,89.4642857142857,22.1428571428571,1.60714285714286,7.32142857142857,45,1.07142857142857,166.607142857143,0,0,0,0,0,5.71428571428571,5.53571428571429,0,5,61.25,14.6428571428571,0,0,0,0,45,0,0,29.4642857142857,0,0,0,0,0,0,0,0,0,0,6.90909090909091
3,0,0,0,0,0,0,0,0,0,0,8316000,99,4,270258,2,14.11,0,0,14.11,0,10.71,0,0,10.71,0,3.4,0,0,3.4,0,14.11,0,0,14.11,0,10.71,0,0,10.71,0,3.4,0,0,3.4,0,21,2,216.15875265769,589369.241672573,0,589369.241672573,0,0,0,0,0,0,0,0,0,0,589369.241672573,82352.9411764706,86435.1523742027,0,2622.25372076541,354.358610914245,0,0,41034.7271438696,33324.8287266714,9740.75870043642,43065.5874271078,57849.0432317505,176612.33167966,38412.4734231042,215024.805102764,808303.118355776,478313.253012048,47838.4124734231,1334454.78384125,1707851.46792956,27211.4103251396,43052.9626895819,70264.3730147214,1085233.79938682,1666766.10825754,2507796.0891989,285289.178117485,2793085.26731639,581532.308870716,3374617.5761871,207.299787384833,570.021261516655,218.851878100638,35.7902197023388,899681.077250177,1996784.47909284,439892.274982282,38259.7448618001,0,0,0,0,0,0,0,0,0,0,0,0,1084.33734939759,1084.33734939759,20.4110559886605,9.70942593905032,9.99291282778172,18.1431608788094,11.1977321048902,0,69.4542877391921,0,0,0,0,0,0,1.91353649893692,0,0,42.0978029766123,13.8199858256556,0,0,0,5.31537916371368,2.33876683203402,0,0,3.96881644223955,0,0,0,0,0,0,0,0,0,0,2.42857142857143
3,0,0,0,0,0,0,0,0,0,0,933000,99,2,270258,2,2.64,0,0,2.64,0,2.64,0,0,2.64,0,0,0,0,0,0,2.64,0,0,2.64,0,2.64,0,0,2.64,0,0,0,0,0,0,20,2,151.515151515152,353409.090909091,0,353409.090909091,0,0,0,0,0,0,0,0,0,0,353409.090909091,297727.272727273,141628.787878788,8712.12121212121,0,1893.93939393939,0,521969.696969697,0,151483.585858586,40080.5194805195,191564.105339105,87291.6666666667,232954.545454545,0,232954.545454545,2417465.90909091,355871.212121212,68560.6060606061,2841897.72727273,2239123.50595525,76227.4420766594,83969.8585227273,160197.300599387,2870380.74846809,1216588.61525687,4716352.40836941,393151.846053932,5109504.25442334,-1653792.13321122,3455712.12121212,443.181818181818,187.121212121212,106.060606060606,0,2348863.63636364,812106.060606061,294742.424242424,0,0,0,0,0,0,0,0,0,0,0,0,0,681.818181818182,681.818181818182,50,68.5606060606061,10.2272727272727,8.71212121212121,18.5606060606061,0,156.060606060606,0,0,0,0,0,0,0,0,10.6060606060606,37.1212121212121,20.8333333333333,0,0,0,0,50.3787878787879,0,0,37.1212121212121,0,0,0,0,0,0,0,0,0,0,14.4444444444444
3,0,0,0,0,0,0,0,2026000,0,0,1865000,34,3,300789,2,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0,0,3.5,0,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0,0,3.5,0,21,2,200,1111714.28571429,0,1111714.28571429,0,0,0,0,0,0,0,578857.142857143,0,0,532857.142857143,171142.857142857,249885.714285714,1142.85714285714,6285.71428571429,2857.14285714286,0,0,295428.571428571,68061.9047619048,5934.28571428571,73996.1904761905,342952.380952381,0,155142.857142857,155142.857142857,4499309.71428571,203909.142857143,0,4703218.85714286,2915246.71428571,55253.4205476191,131814.7714,187068.191947619,4686377.90623333,-337426.714285714,7259413.57142857,342211.049090476,7601624.62051905,-5023804.62051905,2577820,261.142857142857,282,250.571428571429,240.285714285714,1081131.42857143,854460,425971.428571429,216257.142857143,0,0,0,0,0,0,0,0,0,8571.42857142857,0,0,514.285714285714,9085.71428571429,80.8571428571429,86.5714285714286,2.57142857142857,10.2857142857143,68,0,248.285714285714,54.5714285714286,0,0,0,0,0,17.7142857142857,0,0,83.4285714285714,50.2857142857143,0,0,0,0,0,15.4285714285714,0,26.8571428571429,0,0,0,0,0,0,0,0,0,0,16.3541666666667
3,0,0,0,0,0,0,0,85000,0,0,0,99,1,270258,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,21,2,50,85000,0,85000,0,0,0,0,0,0,0,85000,0,0,0,0,0,0,0,0,0,0,0,4520,0,4520,268850,101000,0,101000,322540,0,0,322540,628628,53945.9427,8211.931,62157.8737,485697.8737,238572,951168,163157.8737,1114325.8737,-247125.8737,867200,0,73,26,0,0,700800,166400,0,0,0,0,0,0,0,0,0,0,840,0,0,0,840,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1111111111111
3,0,0,0,0,0,0,1479000,3343000,0,0,0,99,4,270258,2,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,21,1,291.666666666667,803666.666666667,0,803666.666666667,0,0,0,0,0,0,246500,557166.666666667,0,0,0,321000,118583.333333333,0,0,0,0,0,144833.333333333,170773.611111111,9813.24561403509,180586.856725146,94020.8333333333,0,135500,135500,1336977.33333333,426250,42000,1805227.33333333,2504852.28024166,2136.02652668129,64345.2099333333,66481.2364600146,1435305.3129435,2470277.71975834,3738176.35672515,201981.236460015,3940157.59318516,1034972.40681484,4975130,461.833333333333,756.833333333333,29.3333333333333,0,2004356.66666667,2906240,64533.3333333333,0,0,0,0,0,0,0,0,0,1666.66666666667,6000,0,0,0,7666.66666666667,29.5,33.5,0,25.8333333333333,11.3333333333333,0,100.166666666667,0,0,0,0,0,0,13.3333333333333,0,0,51.8333333333333,25.6666666666667,0,0,0,0,0,0,0,9.33333333333333,0,0,0,0,0,0,0,0,0,0,6.90909090909091
3,0,0,0,0,0,0,158000,0,0,0,0,34,4,300789,2,15,0,0,15,0,0,0,0,0,0,15,0,0,15,0,15,0,0,15,0,0,0,0,0,0,15,0,0,15,0,8.5,2,163.333333333333,10533.3333333333,0,10533.3333333333,0,0,0,0,0,0,10533.3333333333,0,0,0,0,5400,6680,30200,0,0,8800,0,19933.3333333333,432772.611111111,0,432772.611111111,0,0,299733.333333333,299733.333333333,361611.6,165933.333333333,36066.6666666667,563611.6,1292119.30933941,83507.9656088889,12999.9390733333,96507.9046822222,482841.806453926,677246.023993926,1378719.87777778,396241.238015556,1774961.11579333,194404.21754,1969365.33333333,487.466666666667,0,0,0,1969365.33333333,0,0,0,0,0,0,0,0,0,0,0,133.333333333333,0,0,0,0,133.333333333333,11.1333333333333,3.26666666666667,5.06666666666667,3.06666666666667,4.13333333333333,1.73333333333333,28.4,0,0,0,0,0,0,1.33333333333333,0,1.8,12.2,2.2,0,0,0,0.733333333333333,3.8,0,0,5,0,0,0,0,0.133333333333333,0,0,0,0,1.2,1.6875
3,0,0,0,0,0,0,230000,0,0,0,0,34,4,300789,2,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,16,2,250,38333.3333333333,0,38333.3333333333,0,0,0,0,0,0,38333.3333333333,0,0,0,0,198500,132083.333333333,0,6166.66666666667,1666.66666666667,0,0,104833.333333333,396484.722222222,45394.5175438596,441879.239766082,50166.6666666667,0,90333.3333333333,90333.3333333333,1611803,1313732,296500,3222035,2811628.97658972,125674.216240863,75638.76775,201312.983990863,1976470.58050056,1738657.69007695,4496453.23976608,291646.317324196,4788099.55709028,-237812.890423612,4550286.66666667,243.666666666667,472.166666666667,292.5,175.333333333333,1413266.66666667,2049203.33333333,789750,298066.666666667,0,0,0,0,0,0,0,0,666.666666666667,0,0,0,0,666.666666666667,35.8333333333333,21.8333333333333,2.33333333333333,63.1666666666667,24.5,7.66666666666667,155.333333333333,0,0,0,0,0,0,7,0,0,106.666666666667,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1666666666667,7.68421052631579
3,0,0,0,0,0,0,342000,0,0,0,12420000,34,4,300789,2,13.66,0,0,13.66,0,13.66,0,0,13.66,0,0,0,0,0,0,13.66,0,0,13.66,0,13.66,0,0,13.66,0,0,0,0,0,0,13,2,308.565153733529,934260.614934114,0,934260.614934114,0,0,0,0,0,0,25036.6032210835,0,0,0,909224.011713031,50658.8579795022,157401.171303075,0,0,67935.5783308931,0,0,0,211211.017569546,16520.7058642213,227731.723433767,211045.876037091,249341.142020498,0,249341.142020498,2822161.12737921,733746.046852123,103001.464128843,3658908.63836018,2704822.77495456,50937.0603169903,100298.309575403,151235.369892393,3304485.19733695,-767938.441133185,5608731.46037862,400576.511912891,6009307.97229151,-4072423.63847013,1936884.33382138,48.1698389458272,327.452415812591,173.060029282577,199.414348462665,199423.133235725,1191926.79355783,346120.058565154,199414.348462665,0,0,0,0,0,0,0,0,190.336749633968,0,0,0,685.212298682284,875.549048316252,43.7774524158126,41.3616398243045,32.7232796486091,0,55.5636896046852,7.39385065885798,180.819912152269,0,0,0,0,0,0,17.2767203513909,7.61346998535871,0,32.7232796486091,64.2020497803807,0,0,0,0,32.7232796486091,0,0,26.2811127379209,0,0,0,0,0,0,0,0,0,0,1.6875
3,0,0,0,0,0,0,355000,0,0,0,0,34,4,300789,2,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,16,2,341.666666666667,59166.6666666667,0,59166.6666666667,0,0,0,0,0,0,59166.6666666667,0,0,0,0,17166.6666666667,19966.6666666667,0,0,8333.33333333333,23666.6666666667,0,76000,31074.4444444444,5934.16666666667,37008.6111111111,112019.444444444,0,213333.333333333,213333.333333333,2251643.33333333,0,0,2251643.33333333,867450.388888889,31786.9697888889,49487.2581666667,81274.2279555556,2332917.56128889,2074604.61111111,2905760.38888889,294607.561288889,3200367.95017778,-258312.950177778,2942055,0,883.5,0,0,0,2942055,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,600,56.6666666666667,53.1666666666667,0,0,15.8333333333333,0,125.666666666667,12,0,0,0,0,0,4.33333333333333,10.3333333333333,6,37.1666666666667,9,0,0,0,3,29.3333333333333,0,0,13.8333333333333,0,0,0,0,0.666666666666667,0,0,0,0,0,7.68421052631579
3,0,0,0,0,0,0,651000,0,0,0,0,34,4,300789,2,13.6,0,0,13.6,0,13.6,0,0,13.6,0,0,0,0,0,0,13.6,0,0,13.6,0,13.6,0,0,13.6,0,0,0,0,0,0,31,2,73.5294117647059,47867.6470588235,0,47867.6470588235,0,0,0,0,0,0,47867.6470588235,0,0,0,0,0,85750,0,3014.70588235294,27941.1764705882,0,0,25000,29469.362745098,9398.13080495356,38867.4935500516,44129.9019607843,66838.2352941177,0,66838.2352941177,1416187.79411765,239375,81764.7058823529,1737327.5,824557.144254982,24841.4708446465,38827.0557426471,63668.5265872936,1616637.04254903,-249035.085431452,2310687.4249226,130506.761881411,2441194.18680401,-1865672.12798048,575522.058823529,53.75,84.7058823529412,51.6176470588235,15.5147058823529,217150,256658.823529412,87750,13963.2352941176,0,0,0,0,0,0,0,0,441.176470588235,0,0,0,0,441.176470588235,24.8529411764706,32.5,1.69117647058824,5.07352941176471,18.8970588235294,4.04411764705882,87.0588235294118,21.0294117647059,0,0,0,0,0,0,7.64705882352941,0,26.9117647058824,16.1764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2941176470588,1.6875
3,0,0,0,0,0,0,79000,0,0,0,0,34,1,300789,2,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,1.5,0,0,1.5,0,1.5,0,0,1.5,0,0,0,0,0,0,33,2,300,52666.6666666667,0,52666.6666666667,0,0,0,0,0,0,52666.6666666667,0,0,0,0,0,0,0,0,0,0,0,11333.3333333333,117194.444444444,15825.3333333333,133019.777777778,288083.333333333,559333.333333333,0,559333.333333333,1722440.66666667,0,0,1722440.66666667,785892.111111111,103788.945982222,35996.7794333333,139785.725415556,2421559.72541556,2273974.55555556,2508332.77777778,699119.058748889,3207451.83652667,-147585.16986,3059866.66666667,190.666666666667,736,252.666666666667,182.666666666667,615853.333333333,1893813.33333333,404066.666666667,146133.333333333,0,0,0,0,0,0,0,0,666.666666666667,0,0,0,0,666.666666666667,50.6666666666667,44,0,0,4,0,98.6666666666667,6.66666666666667,0,0,0,0,0,0,0,0,80.6666666666667,5.33333333333333,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2903225806452
3,0,0,0,0,0,209000,0,0,0,0,0,34,1,300789,2,1.5,0,0,1.5,0,1.5,0,0,1.5,0,0,0,0,0,0,1.5,0,0,1.5,0,1.5,0,0,1.5,0,0,0,0,0,0,29,1,333.333333333333,139333.333333333,139333.333333333,0,0,0,0,0,0,139333.333333333,0,0,0,0,0,7333.33333333333,16666.6666666667,0,0,0,0,0,11333.3333333333,41011.1111111111,0,41011.1111111111,576166.666666667,294666.666666667,0,294666.666666667,2296268,0,0,2296268,1092633.44444444,11240.7894444444,49789.3335333333,61030.1229777778,2651964.78964444,2280393.22222222,3388901.44444444,355696.789644444,3744598.23408889,-371571.567422222,3373026.66666667,430,365.333333333333,0,0,2193000,1180026.66666667,0,0,0,0,0,0,0,0,353.333333333333,353.333333333333,0,0,0,0,0,0,107.333333333333,7.33333333333333,0,0,6,0,120.666666666667,0,0,0,0,0,0,0,0,6,76,5.33333333333333,0,0,0,10,16,0,0,6,0,0,0,0,1.33333333333333,0,0,0,0,0,28.2903225806452
3,0,0,0,0,0,2192000,0,0,0,0,0,99,2,270258,1,5.5,1.27,0.04,4.19,0,5.5,1.27,0.04,4.19,0,0,0,0,0,0,2.71,1.25,0.04,1.42,0,2.71,1.25,0.04,1.42,0,0,0,0,0,0,10.9,2,540.590405904059,808856.088560886,808856.088560886,0,0,0,0,0,0,808856.088560886,0,0,0,0,0,35055.3505535055,55830.258302583,0,0,67158.6715867159,0,0,251660.516605166,110373.308733087,19031.3750242766,129404.683757364,335116.851168512,686346.863468635,0,686346.863468635,2319350.92250923,790224.723247233,0,3109575.64575646,2743565.14378196,62617.2166116074,90446.360701107,153063.577312714,3158761.36329057,2640120.46507412,5062916.06629119,839410.440781349,5902326.50707254,-518640.89821645,5383685.60885609,623.616236162362,782.656826568266,70.479704797048,11.8081180811808,2479403.6900369,2753463.83763838,136633.210332103,14184.8708487085,0,0,0,0,0,0,1158.67158671587,1158.67158671587,0,0,0,0,0,0,84.8708487084871,1.4760147601476,32.4723247232472,11.4391143911439,27.6752767527675,0,157.933579335793,0,0,0,0,0,0,2.5830258302583,0,0,121.771217712177,16.2361623616236,0,0,0,0,0,0,0,16.9741697416974,0,0,0,0,0.3690036900369,0,0,0,0,0,14.4444444444444
3,0,0,0,0,0,5329000,0,0,0,0,0,34,4,300789,2,6.55,0,0,6.55,0,0,0,0,0,0,6.55,0,0,6.55,0,5.95,0,0,5.95,0,0,0,0,0,0,5.95,0,0,5.95,0,25.3333333333333,1,168.571428571429,895630.25210084,895630.25210084,0,0,0,0,0,0,895630.25210084,0,0,0,0,0,2352.94117647059,16907.5630252101,22857.1428571429,0,0,0,0,0,59570.0280112045,29184.0336134454,88754.0616246499,31909.8039215686,0,176470.588235294,176470.588235294,1896602.68907563,985646.554621849,0,2882249.24369748,2521317.90756303,53763.9026330532,76972.9424285714,130736.845061625,2027339.53413726,51315.7058823527,4241450.00840336,307207.433296919,4548657.44170028,-1976023.8282549,2572633.61344538,276.470588235294,267.226890756303,274.285714285714,52.9411764705882,1150063.86554622,908636.974789916,466285.714285714,47647.0588235294,0,0,0,0,0,0,638.655462184874,638.655462184874,0,0,0,0,0,0,72.9411764705882,33.9495798319328,38.655462184874,14.7899159663866,0,0,160.336134453782,0,0,0,0,0,0,0,0,7.39495798319328,136.806722689076,9.74789915966387,0,0,0,0,0,1.34453781512605,0,0,0,0,0,0,0,0,0,0,0,5.04201680672269,7.68421052631579
3,0,0,0,0,0,780000,926000,0,0,0,0,34,4,300789,2,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,20,2,250,284333.333333333,130000,154333.333333333,0,0,0,0,0,130000,154333.333333333,0,0,0,0,61500,145766.666666667,0,14166.6666666667,2500,0,0,89333.3333333333,69730,40823.2631578947,110553.263157895,100027.777777778,559333.333333333,0,559333.333333333,852766.666666667,547909,89000,1489675.66666667,1691693.59662511,60155.3729099708,42058.6046833333,102213.977593304,1568499.42190387,505273.070041561,2598645.70760234,661547.310926637,3260193.01852898,-1063226.35186231,2196966.66666667,152.333333333333,213.333333333333,0,0,1172966.66666667,1024000,0,0,0,0,0,0,0,0,220,220,533.333333333333,0,0,0,0,533.333333333333,16.6666666666667,1.16666666666667,8.83333333333333,13,21.1666666666667,7,67.8333333333333,30.3333333333333,0,0,0,0,0,7,0,0,16.8333333333333,7.33333333333333,0,0,0,0,0,0,0,4.66666666666667,0,0,0,0,0,0,0,0,0,1.66666666666667,7.68421052631579
3,0,0,0,1083000,0,0,0,0,0,0,0,38,2,296914,2,13,0,0,13,0,0,0,0,0,0,13,0,0,13,0,2.6,0,0,2.6,0,0,0,0,0,0,2.6,0,0,2.6,0,39,2,246.153846153846,416538.461538462,416538.461538462,0,0,0,0,416538.461538462,0,0,0,0,0,0,0,0,11692.3076923077,0,0,1923.07692307692,0,0,0,15708.3333333333,0,15708.3333333333,99715.3846153846,0,987307.692307692,987307.692307692,537131.153846154,217944.230769231,0,755075.384615385,2047743.48717949,13090.2640833333,23882.369,36972.6330833333,574103.786929487,-1865616.56410256,1597566.94871795,1024280.32539103,2621847.27410897,-2439720.35103205,182126.923076923,14.2307692307692,38.8461538461538,0,0,68307.6923076923,113819.230769231,0,0,0,0,0,0,553.846153846154,0,0,553.846153846154,0,0,0,0,0,0,0,11.9230769230769,4.23076923076923,5.76923076923077,14.6153846153846,0,36.5384615384615,0,0,0,0,0,0,0,0,1.53846153846154,11.9230769230769,8.46153846153846,0,0,0,0,0,0,0,14.6153846153846,0,0,0,0,0,0,0,0,0,0,16.75
3,0,0,0,110000,0,0,0,0,0,0,0,34,1,300789,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8,2,300,110000,110000,0,0,0,0,110000,0,0,0,0,0,0,0,27000,118400,0,0,7000,0,0,0,2073074.16666667,74180,2147254.16666667,720166.666666667,0,82000,82000,5899173,0,0,5899173,3512609.83333333,461293.896266667,124155.69595,585449.592216667,6484622.59221667,-1314209.83333333,9329782.83333333,667449.592216667,9997232.42555,-7798832.42555,2198400,229,0,0,0,2198400,0,0,0,0,0,0,0,210,0,0,210,0,0,0,0,0,0,128,129,0,0,62,0,319,10,0,0,0,0,0,28,0,0,230,0,0,0,0,0,9,0,0,38,0,0,0,0,0,0,0,0,0,4,28.2903225806452
