"연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","지역별","규모별","조성비","경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액1","무기질비료_인산질_지출액1","무기질비료_가리질_지출액1","무기질비료_복합_지출액1","무기질비료_토양개량제_지출액1","무기질비료_기타_지출액1","유기질비료_퇴구비_지출액1","유기질비료_계분_지출액1","유기질비료_우분_지출액1","유기질비료_돈분_지출액1","유기질비료_기타_지출액1","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","내급비","소득","직접생산비","간접생산비","생산비 합계_ha당","순수익","총 평가액_ha당","생대추 수량_ha당","건대추_원초 수량_ha당","건대추_찍초 수량_ha당","건대추_소계 수량_ha당","총 생산량(건대추 기준)_ha당","생대추 평가액_ha당","건대추_소계 평가액_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별_시간_ha당","수확 및 운반_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","표고목 눕히기_시간_ha당","표고목 뒤집기_시간_ha당","표고목 벌채_시간_ha당","표고목 세우기_시간_ha당","표고목 폐기_시간_ha당","버섯발생작업_시간_ha당","재배장 소독_시간_ha당","종균접종_시간_ha당","천공작업_시간_ha당","표고세척_시간_ha당","기타_시간_ha당","가중치"
3,0,0,0,0,0,0,1792460,0,330370,0,0,33,3,411291,6,1.28,0.71,0.57,0,0,1.28,0.71,0.57,0,0,0,0,0,0,0,1.28,0.71,0.57,0,0,1.28,0.71,0.57,0,0,0,0,0,0,0,13.2,2,1093.75,1658460.9375,0,1658460.9375,0,0,0,0,0,0,1400359.375,0,258101.5625,0,0,1198523.4375,559929.6875,0,0,0,0,0,12484.375,584199.21875,1395.390625,585594.609375,151216.471354167,2815937.5,0,2815937.5,4202698.4375,1977771.09375,0,6180469.53125,6555271.61197917,79450.9039511719,116759.895820312,196210.799771484,7214846.73727148,-1798834.11197917,10757970.0494792,3012148.29977148,13770118.3492507,-9013680.84925065,4756437.5,164.0625,162.5,0,162.5,224.84375,2395312.5,2361125,0,0,0,0,0,0,0,0,3488.28125,0,68705.46875,0,0,72193.75,257.8125,204.6875,53.125,178.90625,96.875,82.03125,35.15625,0,471.875,0,3.90625,0,56.25,0,0,0,14.84375,0,26.5625,105.46875,37.5,0,0,112.5,0,0,82.8125,0,0,32.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8823529411765
3,0,0,0,0,0,0,301460,0,0,0,0,33,3,411291,5,0.6,0,0.6,0,0,0.6,0,0.6,0,0,0,0,0,0,0,0.6,0,0.6,0,0,0.6,0,0.6,0,0,0,0,0,0,0,9.66666666666667,2,850,502433.333333333,0,502433.333333333,0,0,0,0,0,0,502433.333333333,0,0,0,0,839550,205683.333333333,0,0,0,0,0,447566.666666667,370076.875,389982.166666667,760059.041666667,124066.527777778,2169316.66666667,0,2169316.66666667,12044281.6666667,1244146.66666667,62863.3333333333,13351291.6666667,4540682.23211729,104962.577540625,186460.27875,291422.856290625,14561998.8602845,39198184.4345494,16641941.5694444,2460739.52295729,19102681.0924017,24636185.5742649,43738866.6666667,3145,173.333333333333,0,173.333333333333,1368.43333333333,41639800,2099066.66666667,0,0,0,0,0,0,0,0,2976.66666666667,0,0,0,0,2976.66666666667,771.666666666667,518.333333333333,253.333333333333,111.666666666667,50,61.6666666666667,93.3333333333333,0,976.666666666667,0,3.33333333333333,0,0,0,0,0,50,0,83.3333333333333,218.333333333333,56.6666666666667,0,0,241.666666666667,0,0,211.666666666667,0,0,111.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8823529411765
3,0,0,0,0,0,0,537740,0,0,0,0,33,3,411291,5,0.63,0,0.63,0,0,0.63,0,0.63,0,0,0,0,0,0,0,0.63,0,0.63,0,0,0.63,0,0.63,0,0,0,0,0,0,0,17,2,984.126984126984,853555.555555556,0,853555.555555556,0,0,0,0,0,0,853555.555555556,0,0,0,0,741841.26984127,689190.476190476,0,0,0,0,0,11269.8412698413,435537.261904762,614.322222222222,436151.584126984,88740.2116402117,1827634.92063492,0,1827634.92063492,11273014.2857143,794109.523809524,0,12067123.8095238,4026149.46243386,51159.1524892071,174510.218571429,225669.371060636,13326318.5774098,28971945.7756614,15299163.7481481,2053304.29169556,17352468.0398437,15645627.1982515,32998095.2380952,1165.07936507937,825.396825396825,0,825.396825396825,1268.12698412698,17010158.7301587,15987936.5079365,0,0,0,0,0,0,0,0,2126.98412698413,0,0,0,0,2126.98412698413,744.444444444444,453.968253968254,290.47619047619,60.3174603174603,30.1587301587302,30.1587301587302,73.015873015873,0,877.777777777778,0,12.6984126984127,0,103.174603174603,0,0,0,31.7460317460317,0,176.190476190476,346.031746031746,12.6984126984127,0,0,120.634920634921,0,0,33.3333333333333,0,0,41.2698412698413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8823529411765
3,0,0,0,0,0,122390,0,0,0,0,52010,37,3,394684,6,0.51,0,0.24,0,0.27,0.51,0,0.24,0,0.27,0,0,0,0,0,0.42,0,0.22,0,0.2,0.42,0,0.22,0,0.2,0,0,0,0,0,25,2,1321.42857142857,415238.095238095,291404.761904762,123833.333333333,0,0,0,0,0,291404.761904762,0,0,0,0,123833.333333333,1170809.52380952,1326476.19047619,0,16238.0952380952,0,0,0,76119.0476190476,1667736.66666667,29997.3684210526,1697734.03508772,172142.857142857,4291000,0,4291000,23313630.952381,0,0,23313630.952381,5269441.84461153,133026.973893609,319769.919642857,452796.893536466,28057427.8459174,9126272.44110275,28583072.7969925,4743796.89353647,33326869.6905289,-18931155.4048147,14395714.2857143,0,2726.19047619048,1238.09523809524,3964.28571428571,3964.28571428571,0,14395714.2857143,0,0,0,0,0,0,2488.09523809524,2488.09523809524,0,0,0,0,1052.38095238095,1052.38095238095,1697.61904761905,859.523809523809,838.095238095238,0,0,0,83.3333333333333,0,1780.95238095238,0,76.1904761904762,0,0,0,0,0,123.809523809524,0,95.2380952380952,285.714285714286,59.5238095238095,0,0,0,0,0,661.904761904762,0,0,478.571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2564102564103
3,0,0,0,0,0,132600,0,0,264300,0,0,37,4,394684,6,1.52,0.15,1.37,0,0,0.61,0,0.61,0,0,0.91,0.15,0.76,0,0,1.52,0.15,1.37,0,0,0.61,0,0.61,0,0,0.91,0.15,0.76,0,0,27,2,1519.73684210526,261118.421052632,87236.8421052632,173881.578947368,0,0,0,0,0,87236.8421052632,0,0,173881.578947368,0,0,679164.473684211,1346256.57894737,0,0,0,0,0,34585.5263157895,2328801.95175439,99642.5744459834,2428444.52620037,0,922177.631578947,1686861.84210526,2609039.47368421,7823084.21052632,4733944.73684211,496290.131578947,13053319.0789474,11752159.3040253,324679.422677013,186799.495559211,511478.918236223,9565931.69304288,19420952.53808,18197572.6051477,3120518.39192043,21318090.9970682,9855020.8450371,31173111.8421053,0,4108.55263157895,1026.97368421053,5135.52631578947,5135.52631578947,0,31173111.8421053,0,0,0,0,0,0,3.68421052631579,3.68421052631579,0,0,1735.52631578947,0,0,1735.52631578947,535.526315789474,222.368421052632,313.157894736842,386.184210526316,168.421052631579,217.763157894737,66.4473684210526,0,988.157894736842,0,1.97368421052632,0,0,0,0,0,24.3421052631579,0,174.342105263158,355.263157894737,17.7631578947368,0,0,348.684210526316,0,0,21.0526315789474,0,0,44.7368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8
3,0,0,0,0,0,134620,0,0,356800,0,0,33,2,411291,6,0.57,0,0.57,0,0,0.57,0,0.57,0,0,0,0,0,0,0,0.57,0,0.57,0,0,0.57,0,0.57,0,0,0,0,0,0,0,13.5,1,1315.78947368421,862140.350877193,236175.438596491,625964.912280702,0,0,0,0,0,236175.438596491,0,0,625964.912280702,0,0,2086526.31578947,562666.666666667,0,0,0,1221543.85964912,0,49859.649122807,4434455.19005848,1678247.89473684,6112703.08479532,798160.81871345,2459157.89473684,0,2459157.89473684,3695268.42105263,1047608.77192982,200722.807017544,4943600,13196836.258235,219997.956611842,118174.992631579,338172.949243421,6648986.3313593,14216672.5136948,17048491.745614,2797330.84398026,19845822.5895943,7567686.18233553,27413508.7719298,1875.43859649123,0,5.26315789473684,5.26315789473684,717.929824561404,27381403.5087719,32105.2631578947,0,0,0,0,0,0,3.50877192982456,3.50877192982456,0,0,46285.9649122807,0,0,46285.9649122807,163.157894736842,161.40350877193,1.75438596491228,91.2280701754386,26.3157894736842,64.9122807017544,73.6842105263158,0,328.070175438596,0,0,0,14.0350877192982,0,0,0,42.1052631578947,0,10.5263157894737,161.40350877193,15.7894736842105,0,0,17.5438596491228,0,0,33.3333333333333,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4705882352941
3,0,0,0,0,0,13600,0,0,0,0,106690,99,1,403205,6,0.16,0.16,0,0,0,0.16,0.16,0,0,0,0,0,0,0,0,0.16,0.16,0,0,0,0.16,0.16,0,0,0,0,0,0,0,0,12.5,2,625,751812.5,85000,666812.5,0,0,0,0,0,85000,0,0,0,0,666812.5,762000,1162812.5,0,0,0,0,0,184250,3900784.21875,366396.5,4267180.71875,1136140.625,3128812.5,0,3128812.5,4551018.75,0,0,4551018.75,8667401.34375,1126309.66643531,90054.5090625,1216364.17549781,8896195.42549781,-7516713.84375,13218420.09375,4345176.67549781,17563596.7692478,-16412909.2692478,1150687.5,0,118.75,0,118.75,118.75,0,1150687.5,0,0,0,0,0,0,2.5,2.5,0,0,0,0,1843.75,1843.75,112.5,112.5,0,0,0,0,168.75,0,281.25,0,6.25,0,0,0,0,0,62.5,0,6.25,18.75,12.5,0,0,0,0,25,37.5,0,0,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.95
3,0,0,0,0,0,13600,244430,0,0,0,0,38,1,370532,6,0.13,0,0.13,0,0,0,0,0,0,0,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,0.13,0,0.13,0,0,31,2,923.076923076923,1984846.15384615,104615.384615385,1880230.76923077,0,0,0,0,0,104615.384615385,1880230.76923077,0,0,0,0,2257000,1204000,0,0,0,0,0,27307.6923076923,3570510.38461538,187987.404408457,3758497.78902384,0,0,379307.692307692,379307.692307692,19931738.4615385,2829853.84615385,0,22761592.3076923,12811345.1736392,522304.643658097,343052.165769231,865356.809427328,20797095.2709658,18693116.3648223,32363775.94287,1244664.50173502,33608440.444605,-2103978.90614347,31504461.5384615,238.461538461538,2400,400,2800,2890.61538461538,4640461.53846154,26864000,0,0,0,0,0,0,5.38461538461538,5.38461538461538,10307.6923076923,0,0,0,0,10307.6923076923,1030.76923076923,853.846153846154,176.923076923077,200,146.153846153846,53.8461538461538,307.692307692308,0,1538.46153846154,0,30.7692307692308,0,0,0,0,0,76.9230769230769,0,0,361.538461538462,84.6153846153846,0,0,276.923076923077,0,0,84.6153846153846,0,0,553.846153846154,0,0,0,0,69.2307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4166666666667
3,0,0,0,0,0,183590,0,0,0,0,112030,37,4,394684,6,0.83,0,0.83,0,0,0.83,0,0.83,0,0,0,0,0,0,0,0.67,0,0.67,0,0,0.67,0,0.67,0,0,0,0,0,0,0,29.5,2,746.268656716418,441223.880597015,274014.925373134,167208.955223881,0,0,0,0,0,274014.925373134,0,0,0,0,167208.955223881,690716.417910448,406805.970149254,0,0,0,0,0,106029.850746269,1012115.17412935,10633.3955223881,1022748.56965174,1244407.960199,2689880.59701493,0,2689880.59701493,15426543.2835821,2200800,0,17627343.2835821,6507416.64925373,160758.857461567,234156.250746269,394915.108207836,18511338.9888049,9285538.57462686,21933959.9328358,3084795.70522276,25018755.6380586,-9225800.41417799,15792955.2238806,0,3107.46268656716,776.119402985075,3883.58208955224,3883.58208955224,0,15792955.2238806,0,0,0,0,0,0,3121.34328358209,3121.34328358209,0,0,0,0,2641.79104477612,2641.79104477612,1062.68656716418,528.358208955224,534.328358208955,167.164179104478,83.5820895522388,83.5820895522388,105.970149253731,0,1335.82089552239,0,47.7611940298507,0,0,0,0,0,77.6119402985075,0,59.7014925373134,346.268656716418,37.3134328358209,0,0,0,0,0,604.477611940299,0,0,162.686567164179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8
3,0,0,0,0,0,250500,268870,0,0,0,215520,99,1,403205,6,0.5,0.4,0.1,0,0,0.5,0.4,0.1,0,0,0,0,0,0,0,0.27,0.17,0.1,0,0,0.27,0.17,0.1,0,0,0,0,0,0,0,1.5,2,1666.66666666667,2721814.81481481,927777.777777778,1794037.03703704,0,0,0,0,0,927777.777777778,995814.814814815,0,0,0,798222.222222222,834074.074074074,279925.925925926,0,0,438592.592592593,0,6618407.40740741,157074.074074074,1531372.96296296,9046825.92592593,10578198.8888889,1224124.07407407,5339851.85185185,0,5339851.85185185,26712062.962963,14515022.2222222,0,41227085.1851852,37770439.0740741,1293737.8095,635165.235,1928903.0445,33980817.8593148,7564153.51851851,64482502.037037,7268754.89635185,71751256.9333889,-26416664.3407963,45334592.5925926,4659.25925925926,0,0,0,1770.51851851852,45334592.5925926,0,0,0,0,0,0,0,441.851851851852,441.851851851852,9922.22222222222,0,0,0,5681.48148148148,15603.7037037037,1877.77777777778,1274.07407407407,603.703703703704,1103.7037037037,548.148148148148,555.555555555556,55.5555555555556,0,3037.03703703704,0,3.7037037037037,0,44.4444444444444,0,25.9259259259259,0,85.1851851851852,0,0,2292.59259259259,181.481481481481,0,0,248.148148148148,0,29.6296296296296,125.925925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.95
3,0,0,0,0,0,2542300,0,67340,198220,0,144300,99,1,403205,6,0.42,0.42,0,0,0,0,0,0,0,0,0.42,0.42,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,1.5,2,1010,9840533.33333333,8474333.33333333,1366200,0,0,0,0,0,8474333.33333333,0,224466.666666667,660733.333333333,0,481000,511366.666666667,552700,1494200,0,973666.666666667,0,0,0,2456227.58333333,2447528.63333333,4903756.21666666,0,0,2958500,2958500,5820860,0,0,5820860,21637927.8833333,312406.62019425,233198.919,545605.53919425,6366465.53919425,1085838.78333334,24500287.8833333,3504105.53919425,28004393.4225276,-5280626.75586091,22723766.6666667,1396.66666666667,0,0,0,530.733333333333,22723766.6666667,0,0,0,0,0,0,0,4520,4520,0,3760,29313.3333333333,0,3143.33333333333,36216.6666666667,323.333333333333,210,113.333333333333,0,0,0,83.3333333333333,0,406.666666666667,0,0,0,63.3333333333333,0,0,0,43.3333333333333,20,80,133.333333333333,26.6666666666667,3.33333333333333,0,0,0,10,6.66666666666667,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,26.95
3,0,0,0,0,0,27200,0,0,33040,0,0,33,1,411291,6,0.27,0,0.27,0,0,0.27,0,0.27,0,0,0,0,0,0,0,0.27,0,0.27,0,0,0.27,0,0.27,0,0,0,0,0,0,0,19,2,2222.22222222222,223111.111111111,100740.740740741,122370.37037037,0,0,0,0,0,100740.740740741,0,0,122370.37037037,0,0,2054592.59259259,271592.592592593,0,0,0,0,0,65777.7777777778,1263400.41666667,10290.7407407407,1273691.15740741,505501.851851852,1854111.11111111,0,1854111.11111111,3553214.81481481,0,0,3553214.81481481,4805558.08333333,282712.14691875,74944.71,357656.85691875,5764982.78284468,-4131113.63888889,8358772.89814815,2211767.96802986,10570540.866178,-9896096.42173356,674444.444444444,0,37.037037037037,37.037037037037,74.0740740740741,74.0740740740741,0,674444.444444444,0,0,0,0,0,0,3.33333333333333,3.33333333333333,0,0,3255.55555555556,0,0,3255.55555555556,137.037037037037,111.111111111111,25.9259259259259,0,0,0,96.2962962962963,0,233.333333333333,0,0,0,22.2222222222222,0,0,0,62.962962962963,0,0,3.7037037037037,18.5185185185185,0,0,37.037037037037,0,0,40.7407407407407,0,0,48.1481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0909090909091
3,0,0,0,0,0,273330,0,0,0,0,0,37,3,394684,6,0.8,0,0.8,0,0,0.8,0,0.8,0,0,0,0,0,0,0,0.8,0,0.8,0,0,0.8,0,0.8,0,0,0,0,0,0,0,28,2,625,341662.5,341662.5,0,0,0,0,0,0,341662.5,0,0,0,0,0,1071112.5,448075,0,0,0,0,0,11100,2139322.11458333,7210.59671052632,2146532.71129386,390821.875,1251525,0,1251525,16926873.75,0,0,16926873.75,4803988.58629386,105920.603201072,228405.7085625,334326.311763572,18512725.0617636,4379636.41370614,21730862.3362939,1585851.31176357,23316713.6480574,-14133088.6480574,9183625,0,1561.25,38.75,1600,1600,0,9183625,0,0,0,0,0,0,8.75,8.75,0,0,0,0,0,0,1275,637.5,637.5,0,0,0,37.5,0,1312.5,0,7.5,0,0,0,0,0,20,0,0,160,0,0,0,433.75,0,0,221.25,0,0,467.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2564102564103
3,0,0,0,0,0,30600,162950,0,0,0,131770,38,1,370532,6,0.23,0,0.23,0,0,0,0,0,0,0,0.23,0,0.23,0,0,0.23,0,0.23,0,0,0,0,0,0,0,0.23,0,0.23,0,0,31,2,956.521739130435,1414434.7826087,133043.47826087,1281391.30434783,0,0,0,0,0,133043.47826087,708478.260869565,0,0,0,572913.043478261,728826.086956522,1375347.82608696,0,0,0,0,0,15434.7826086957,1279002.59057971,72217.270531401,1351219.86111111,0,0,1715086.95652174,1715086.95652174,18768447.826087,1897621.73913043,0,20666069.5652174,8868504.03502415,240424.349769293,294031.373478261,534455.723247554,19302903.5493345,9089061.18236715,25921864.9045894,2249542.67976929,28171407.5843587,-10213842.3669674,17957565.2173913,0,1808.69565217391,134.782608695652,1943.47826086957,1943.47826086957,0,17957565.2173913,0,0,0,0,0,0,226.086956521739,226.086956521739,1943.47826086957,0,0,0,2434.78260869565,4378.26086956522,817.391304347826,630.434782608696,186.95652173913,126.086956521739,126.086956521739,0,430.434782608696,0,1373.91304347826,0,21.7391304347826,0,0,0,0,0,73.9130434782609,0,0,430.434782608696,82.6086956521739,0,0,234.782608695652,0,0,139.130434782609,0,0,391.304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4166666666667
3,0,0,0,0,0,34000,0,0,0,0,0,37,1,394684,5,0.2,0.2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,18,2,250,170000,170000,0,0,0,0,0,0,170000,0,0,0,0,0,1218650,4016700,0,0,0,0,0,168700,10960350.125,170985,11131335.125,2315908.33333333,2503050,0,2503050,28231595,2829945,0,31061540,22245922.4583333,1518547.36635,445122.4185,1963669.78485,32698314.78485,37979127.5416667,50477517.4583333,4466719.78485,54944237.2431833,5280812.75681666,60225050,0,8585,625,9210,9210,0,60225050,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1700,920,780,185,185,0,335,0,2220,0,30,0,0,0,0,0,85,0,555,985,20,0,0,305,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.6818181818182
3,0,0,0,0,0,34000,0,0,0,0,104030,37,1,394684,6,0.59,0.16,0.4,0,0.03,0.59,0.16,0.4,0,0.03,0,0,0,0,0,0.59,0.16,0.4,0,0.03,0.59,0.16,0.4,0,0.03,0,0,0,0,0,20,1,1405.08474576271,233949.152542373,57627.1186440678,176322.033898305,0,0,0,0,0,57627.1186440678,0,0,0,0,176322.033898305,551050.847457627,322813.559322034,0,0,0,0,0,84288.1355932203,1071340.94632768,0,1071340.94632768,0,3393983.05084746,0,3393983.05084746,10744232.2033898,0,0,10744232.2033898,2658126.64124294,84873.2859724576,145026.456864407,229899.742836864,14368114.9970742,1607636.07062147,13402358.8446328,3623882.79368432,17026241.6383171,-12760478.9264527,4265762.71186441,0,881.35593220339,0,881.35593220339,881.35593220339,0,4265762.71186441,0,0,0,0,0,0,0.338983050847458,0.338983050847458,0,0,0,0,1500,1500,777.966101694915,411.864406779661,366.101694915254,0,0,0,35.593220338983,0,813.559322033898,0,54.2372881355932,0,0,0,0,0,66.1016949152542,0,67.7966101694915,108.474576271186,13.5593220338983,0,0,0,0,0,279.661016949152,0,0,223.728813559322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.6818181818182
3,0,0,0,0,0,34680,315720,0,0,0,0,37,3,394684,6,0.7,0.7,0,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0.7,0.7,0,0,0,0.7,0.7,0,0,0,0,0,0,0,0,24.5,2,600,500571.428571429,49542.8571428571,451028.571428571,0,0,0,0,0,49542.8571428571,451028.571428571,0,0,0,0,407571.428571429,949085.714285714,0,0,0,0,0,30442.8571428571,3180477.45238095,39082.2857142857,3219559.73809524,0,1716385.71428571,0,1716385.71428571,10232224.2857143,1033307.14285714,179610,11445141.4285714,6551696.65847977,163000.639806429,161993.676214286,324994.316020714,12436739.9670648,11605517.6272345,16947056.5952381,2041380.03030643,18988436.6255445,-831222.339830238,18157214.2857143,0,2677.14285714286,267.142857142857,2944.28571428571,2944.28571428571,0,18157214.2857143,0,0,0,0,0,0,3.14285714285714,3.14285714285714,2391.42857142857,0,0,0,0,2391.42857142857,650,325.714285714286,324.285714285714,64.2857142857143,64.2857142857143,0,102.857142857143,0,817.142857142857,0,4.28571428571429,0,0,0,0,0,41.4285714285714,0,245.714285714286,292.857142857143,22.8571428571429,0,0,114.285714285714,0,0,17.1428571428571,0,0,78.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2564102564103
3,0,0,0,0,0,378400,193500,0,0,0,32010,99,2,403205,6,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,5.75,2,980,1207820,756800,451020,0,0,0,0,0,756800,387000,0,0,0,64020,346040,111860,0,0,0,0,0,125740,1285159.13333333,834407.46,2119566.59333333,1508596,2833460,0,2833460,2911274,0,0,2911274,5822827.59333333,310313.9707317,57138.2181,367452.1888317,6112186.1888317,-4070827.59333333,8734101.59333333,3200912.1888317,11935013.782165,-10183013.782165,1752000,150,0,0,0,57,1752000,0,0,0,0,0,0,0,1750.4,1750.4,2232,0,0,0,176,2408,136,80,56,0,0,0,66,0,202,0,0,0,0,0,0,0,80,18,0,24,30,0,0,8,0,16,20,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7777777777778
3,0,0,0,0,0,39440,0,0,0,0,0,37,2,394684,5,0.45,0,0.45,0,0,0,0,0,0,0,0.45,0,0.45,0,0,0.45,0,0.45,0,0,0,0,0,0,0,0.45,0,0.45,0,0,34.3333333333333,2,888.888888888889,87644.4444444444,87644.4444444444,0,0,0,0,0,0,87644.4444444444,0,0,0,0,0,1245377.77777778,2329444.44444444,0,0,0,0,0,54466.6666666667,4745930.14814815,119989.473684211,4865919.62183236,1608315.74074074,0,2848933.33333333,2848933.33333333,26112555.5555556,3569313.33333333,0,29681868.8888889,17004099.3625731,605902.24528579,405795.447,1011697.69228579,27124253.2478413,34953100.6374269,40267721.5847953,3860631.02561912,44128352.6104144,7828847.38958555,51957200,0,6940,693.333333333333,7633.33333333333,7633.33333333333,0,51957200,0,0,0,0,0,0,2.44444444444444,2.44444444444444,0,0,0,0,0,0,1711.11111111111,964.444444444444,746.666666666667,271.111111111111,135.555555555556,135.555555555556,195.555555555556,0,2177.77777777778,0,11.1111111111111,0,0,0,0,0,53.3333333333333,0,731.111111111111,777.777777777778,17.7777777777778,0,0,457.777777777778,0,0,0,0,0,128.888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.25
