"연령별","무기질비료_질소질_지출액1","무기질비료_인산질_지출액1","무기질비료_가리질_지출액1","무기질비료_복합_지출액1","무기질비료_토양개량제_지출액1","무기질비료_기타_지출액1","유기질비료_퇴구비_지출액1","유기질비료_계분_지출액1","유기질비료_우분_지출액1","유기질비료_돈분_지출액1","유기질비료_기타_지출액1","지역별","규모별","조성비","경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액2","무기질비료_인산질_지출액2","무기질비료_가리질_지출액2","무기질비료_복합_지출액2","무기질비료_토양개량제_지출액2","무기질비료_기타_지출액2","유기질비료_퇴구비_지출액2","유기질비료_계분_지출액2","유기질비료_우분_지출액2","유기질비료_돈분_지출액2","유기질비료_기타_지출액2","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","생감 수량_ha당","반건시 수량_ha당","건시 수량_ha당","감말랭이 수량_ha당","건시 환산 소계 수량_ha당","총 생산량(생감 기준)_ha당","생감 기준평가액_ha당","건시 (생감 기준) 소계 평가액_ha당","총 생산액(생감 기준)_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별_시간_ha당","수확 및 운반_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","표고목 눕히기_시간_ha당","표고목 뒤집기_시간_ha당","표고목 벌채_시간_ha당","표고목 세우기_시간_ha당","표고목 폐기_시간_ha당","버섯발생작업_시간_ha당","재배장 소독_시간_ha당","종균접종_시간_ha당","천공작업_시간_ha당","표고세척_시간_ha당","기타_시간_ha당","내급비","소득","부가가치","직접생산비","간접생산비","생산비 합계_ha당","순수익","가중치"
3,0,0,0,0,0,0,0,0,200000,0,232000,38,1,242051,5,0.26,0.26,0,0,0,0.26,0.26,0,0,0,0,0,0,0,0,0.26,0.26,0,0,0,0.26,0.26,0,0,0,0,0,0,0,0,27,1,1653.84615384615,1661538.46153846,0,1661538.46153846,0,0,0,0,0,0,0,0,769230.769230769,0,892307.692307692,190269.230769231,44846.1538461538,0,0,0,0,0,0,320000,279818.623481781,599818.623481781,0,2561538.46153846,0,2561538.46153846,28726134.6153846,0,0,28726134.6153846,2738523.46963563,258346.051821085,332001.554524038,590347.606345123,6615.38461538462,0,6923.07692307692,1423.07692307692,31658.0769230769,38273.4615384615,6615384.61538462,82508492.3076923,89123876.9230769,0,0,0,0,0,0,0,0,0,0,6153.84615384615,0,3076.92307692308,9230.76923076923,1788.46153846154,1096.15384615385,692.307692307692,0,0,0,115.384615384615,0,1903.84615384615,0,0,0,0,0,0,0,92.3076923076923,0,0,1307.69230769231,76.9230769230769,0,0,0,0,0,173.076923076923,0,0,253.846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31878020.6832682,86385353.4534413,86385353.4534413,31464658.0850202,3151886.06788358,34616544.1529038,54507332.7701731,104.558823529412
3,0,0,0,0,0,0,0,0,288000,0,560000,38,1,242051,5,0.33,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0,0,24,1,1515.15151515152,2569696.96969697,0,2569696.96969697,0,0,0,0,0,0,0,0,872727.272727273,0,1696969.6969697,1276969.6969697,44242.4242424242,0,0,0,0,0,209090.909090909,1791515.15151515,157936.842105263,1949451.99362041,2303030.3030303,1818181.81818182,0,1818181.81818182,20066566.6666667,3225378.78787879,0,23291945.4545455,11819912.0845295,495834.7724929,296973.885437273,792808.657930172,8484.84848484848,0,3030.30303030303,3030.30303030303,21151.5151515152,29636.3636363636,8484848.48484848,60040606.0606061,68525454.5454545,0,0,0,0,0,0,0,0,0,0,7272.72727272727,0,6060.60606060606,13333.3333333333,1000,975.757575757576,24.2424242424242,196.969696969697,196.969696969697,0,181.818181818182,0,1378.78787878788,0,0,0,0,0,0,0,72.7272727272727,0,0,696.969696969697,54.5454545454545,0,0,0,0,0,184.848484848485,0,0,369.69696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22677557.1427787,56705542.460925,59930921.2488038,31886478.7511962,2610990.47611199,34497469.2273082,34027985.3181464,104.558823529412
3,0,0,0,0,0,0,0,0,500000,0,590000,38,2,242051,5,0.82,0.82,0,0,0,0.82,0.82,0,0,0,0,0,0,0,0,0.82,0.82,0,0,0,0.82,0.82,0,0,0,0,0,0,0,0,18,1,853.658536585366,1329268.29268293,0,1329268.29268293,0,0,0,0,0,0,0,0,609756.097560976,0,719512.195121951,1125000,76390.243902439,0,0,0,0,0,0,114634.146341463,70829.2682926829,185463.414634146,731707.317073171,1219512.19512195,0,1219512.19512195,8315536.58536585,7387219.51219512,0,15702756.097561,11077099.7804878,148300.76202,197680.299768293,345981.061788293,5731.70731707317,0,3585.36585365854,963.414634146341,17081.3414634146,22813.0487804878,5731707.31707317,44980287.804878,50711995.1219512,0,0,0,0,0,0,0,0,0,0,4878.0487804878,0,2439.0243902439,7317.07317073171,465.853658536585,465.853658536585,0,548.780487804878,280.487804878049,268.292682926829,42.6829268292683,0,1057.31707317073,0,0,0,0,0,0,0,43.9024390243902,0,0,658.536585365854,36.5853658536585,0,0,0,0,0,207.317073170732,0,0,110.975609756098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9881029.8422761,39634895.3414634,47022114.8536585,19392636.3658537,1565493.25691024,20958129.6227639,29753865.4991873,49.0555555555556
3,0,0,0,0,0,0,0,0,500000,0,600000,38,2,242051,5,0.59,0.59,0,0,0,0.59,0.59,0,0,0,0,0,0,0,0,0.59,0.59,0,0,0,0.59,0.59,0,0,0,0,0,0,0,0,22,1,1525.42372881356,1864406.77966102,0,1864406.77966102,0,0,0,0,0,0,0,0,847457.627118644,0,1016949.15254237,1224440.6779661,50847.4576271186,0,0,0,0,0,0,65084.7457627119,211906.512042819,276991.257805531,1220338.98305085,2169491.52542373,0,2169491.52542373,13705776.2711864,6883661.01694915,0,20589437.2881356,11762737.1730598,308812.572889948,257262.946152881,566075.51904283,5084.74576271186,0,4491.52542372881,440.677966101695,19076.7796610169,24161.5254237288,5084745.76271186,48733447.4576271,53818193.220339,0,0,0,0,0,0,0,0,0,0,6779.66101694915,0,3389.83050847458,10169.4915254237,884.745762711864,603.389830508475,281.35593220339,457.627118644068,322.033898305085,135.593220338983,27.1186440677966,0,1369.49152542373,0,0,0,0,0,0,0,61.0169491525424,0,0,949.152542372881,33.8983050847458,0,0,0,0,0,203.389830508475,0,0,122.033898305085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16441343.315653,42055456.0472792,48939117.0642284,25468513.4442462,2735567.04446656,28204080.4887128,25614112.7316262,49.0555555555556
3,0,0,0,0,0,0,0,0,69000,0,80000,37,1,256777,6,0.13,0,0.06,0.07,0,0.13,0,0.06,0.07,0,0,0,0,0,0,0.11,0,0.04,0.07,0,0.11,0,0.04,0.07,0,0,0,0,0,0,25.3333333333333,2,272.727272727273,1354545.45454545,0,1354545.45454545,0,0,0,0,0,0,0,0,627272.727272727,0,727272.727272727,294545.454545455,890909.090909091,0,0,0,0,0,0,1734981.81818182,172572.631578947,1907554.44976077,1745454.54545455,600000,0,600000,24870600,13024090.9090909,0,37894690.9090909,19473876.9043062,571812.419926094,438378.766694545,1010191.18662064,19090.9090909091,0,0,0,0,19090.9090909091,19090909.0909091,0,19090909.0909091,0,0,0,0,0,0,0,0,0,0,5454.54545454545,0,1818.18181818182,7272.72727272727,1254.54545454545,618.181818181818,636.363636363636,909.090909090909,454.545454545455,454.545454545455,318.181818181818,0,2481.81818181818,0,0,0,0,0,0,0,200,0,0,1818.18181818182,72.7272727272727,0,0,0,0,0,90.9090909090909,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26480791.1866206,-382967.813397128,12641123.0956938,44344476.9043062,1610191.18662064,45954668.0909269,-26863759.0000178,96.0131578947368
3,0,0,0,0,0,0,0,0,720000,0,870000,38,2,242051,5,0.92,0.8,0.12,0,0,0.92,0.8,0.12,0,0,0,0,0,0,0,0.92,0.8,0.12,0,0,0.92,0.8,0.12,0,0,0,0,0,0,0,22,1,1478.26086956522,1728260.86956522,0,1728260.86956522,0,0,0,0,0,0,0,0,782608.695652174,0,945652.173913043,1112097.82608696,63304.347826087,0,0,0,0,0,0,35362.3188405797,62798.1693363844,98160.4881769641,724637.68115942,1782608.69565217,0,1782608.69565217,13379617.3913043,4627434.7826087,0,18007052.173913,8595946.99542334,136378.147084748,226706.65563663,363084.802721378,4293.47826086957,0,4478.26086956522,1016.30434782609,20768.5326086957,25062.0108695652,4293478.26086957,54323265.2173913,58616743.4782609,0,0,0,0,0,0,0,0,0,0,6521.73913043478,0,3260.86956521739,9782.60869565217,873.913043478261,484.782608695652,389.130434782609,304.347826086957,217.391304347826,86.9565217391304,54.3478260869565,0,1232.60869565217,0,0,0,0,0,0,0,65.2173913043478,0,0,608.695652173913,43.4782608695652,0,0,0,0,13.0434782608696,391.304347826087,0,0,110.869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15525310.8896779,50020796.4828375,54648231.2654462,21975564.3867277,2145693.49837355,24121257.8851012,34495485.5931596,49.0555555555556
3,0,0,0,0,0,0,0,38000,0,0,72000,99,1,243327,6,0.2,0.2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,20,1,300,550000,0,550000,0,0,0,0,0,0,0,190000,0,0,360000,0,75000,0,0,0,0,0,0,302666.666666667,24000,326666.666666667,1600000,1000000,0,1000000,6361700,0,0,6361700,2794993.66666667,189387.724413333,75747.356055,265135.080468333,50,0,75,0,296.25,346.25,75000,740625,815625,0,0,0,0,0,0,0,0,0,1000,0,0,600,1600,450,20,430,0,0,0,40,0,490,0,0,0,0,0,0,0,0,0,0,300,100,0,0,0,0,10,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7626835.08046833,-1979368.66666667,-1979368.66666667,9156693.66666667,1265135.08046833,10421828.747135,-9606203.747135,81.4
3,0,0,0,0,0,0,1440000,0,0,0,0,36,3,251508,6,3.19,0.65,0.54,2,0,3.19,0.65,0.54,2,0,0,0,0,0,0,2.15,0.65,0.18,1.32,0,2.15,0.65,0.18,1.32,0,0,0,0,0,0,15.25,2,533.023255813953,669767.441860465,0,669767.441860465,0,0,0,0,0,0,669767.441860465,0,0,0,0,971441.860465116,353139.534883721,0,0,0,0,0,1469767.44186047,435007.751937984,45314.2325581395,480321.984496124,92093.023255814,46223.2558139535,0,46223.2558139535,2769243.72093023,319847.441860465,0,3089091.1627907,4607886.72868217,94170.2468858226,71047.5814620465,165217.828347869,1488.37209302326,0,0,0,0,1488.37209302326,2976744.18604651,0,2976744.18604651,0,0,0,0,0,0,0,0,3720.93023255814,0,0,0,0,3720.93023255814,46.5116279069767,19.5348837209302,26.9767441860465,22.3255813953488,11.1627906976744,11.1627906976744,94.4186046511628,0,163.255813953488,0,0,0,0,0,0,0,36.2790697674419,0,0,52.093023255814,13.953488372093,0,0,0,0,2.7906976744186,32.5581395348837,0,0,25.5813953488372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2980684.80509206,-1631142.54263566,-1311295.10077519,7377130.4496124,211441.084161823,7588571.53377423,-4611827.34772771,42
3,0,0,0,0,0,0,177000,0,0,0,0,33,2,235300,6,0.53,0,0.53,0,0,0.53,0,0.53,0,0,0,0,0,0,0,0.53,0,0.53,0,0,0.53,0,0.53,0,0,0,0,0,0,0,21,1,433.962264150943,333962.264150943,0,333962.264150943,0,0,0,0,0,0,333962.264150943,0,0,0,0,113396.226415094,141509.433962264,0,0,0,0,0,179245.283018868,1086792.45283019,0,1086792.45283019,1257861.63522013,2566037.73584906,0,2566037.73584906,10024418.8679245,301886.79245283,37735.8490566038,10364041.509434,3651057.28553515,-81332.8309433962,120690.925187358,39358.0942439623,19811.320754717,0,0,0,0,19811.320754717,19811320.754717,0,19811320.754717,0,0,0,0,0,0,0,0,943.396226415094,0,0,0,0,943.396226415094,422.641509433962,309.433962264151,113.207547169811,30.188679245283,0,30.188679245283,160.377358490566,0,613.207547169811,0,0,0,0,0,0,0,15.0943396226415,0,37.7358490566038,218.867924528302,94.3396226415094,0,0,0,0,33.9622641509434,52.8301886792453,0,0,160.377358490566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12666447.3495893,16160263.4691818,16463253.4591195,13712108.8050314,2605395.83009302,16317504.6351245,3493816.11959252,23.7777777777778
3,0,0,0,0,0,0,2960000,0,0,0,0,38,3,242051,6,2.27,0,0,0,2.27,2.27,0,0,0,2.27,0,0,0,0,0,1.6,0,0,0,1.6,1.6,0,0,0,1.6,0,0,0,0,0,26,2,350,1850000,0,1850000,0,0,0,0,0,0,1850000,0,0,0,0,730562.5,152000,361875,0,0,0,0,0,317433.333333333,687894.736842105,1005328.07017544,0,1875000,0,1875000,5438653.75,853670,0,6292323.75,5195486.57017544,565924.269804632,101767.980106062,667692.249910694,7150,0,0,0,0,7150,7150000,0,7150000,0,0,0,0,0,0,0,0,10000,0,0,0,0,10000,236.875,164.375,72.5,59.375,34.375,25,83.75,0,380,0,0,0,0,0,0,0,60,0,75,140,21.25,0,0,20,0,0,11.25,0,0,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7981345.99991069,1954513.42982456,2808183.42982456,10634140.3201754,2542692.24991069,13176832.5700861,-6026832.57008613,48.7272727272727
3,0,0,0,0,0,0,30000,0,0,0,172000,99,1,243327,6,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,18,1,346.153846153846,1553846.15384615,0,1553846.15384615,0,0,0,0,0,0,230769.230769231,0,0,0,1323076.92307692,0,230769.230769231,0,0,0,0,0,0,176923.076923077,981996.726677578,1158919.80360065,0,1538461.53846154,0,1538461.53846154,17909092.3076923,0,0,17909092.3076923,3186862.18821604,1004638.3920311,213512.286002308,1218150.6780334,1384.61538461538,0,0,0,0,1384.61538461538,1769230.76923077,0,1769230.76923077,0,0,0,0,0,0,0,0,1538.46153846154,0,0,0,3076.92307692308,4615.38461538462,1138.46153846154,476.923076923077,661.538461538462,0,0,0,92.3076923076923,0,1230.76923076923,0,0,0,0,0,0,0,0,0,30.7692307692308,984.615384615385,92.3076923076923,0,0,0,0,30.7692307692308,0,0,0,92.3076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20665704.5241873,-1417631.41898527,-1417631.41898527,21095954.4959083,2756612.21649494,23852566.7124033,-22083335.9431725,81.4
3,0,0,0,0,0,0,330600,400000,0,0,0,35,1,258895,6,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,24.3333333333333,2,683.333333333333,2435333.33333333,0,2435333.33333333,0,0,0,0,0,0,1102000,1333333.33333333,0,0,0,997666.666666667,183333.333333333,0,0,0,0,0,0,382444.444444444,175368.421052632,557812.865497076,422222.222222222,3500000,0,3500000,9111710,0,0,9111710,4855263.42105263,224313.231288304,137992.991004833,362306.222293137,600,0,1500,0,5925,6525,1200000,14812500,16012500,0,0,0,0,0,0,0,0,5800,13333.3333333333,0,0,0,19133.3333333333,463.333333333333,180,283.333333333333,0,0,0,126.666666666667,0,590,0,0,0,0,0,0,0,180,0,20,213.333333333333,53.3333333333333,0,0,0,0,0,0,0,0,106.666666666667,0,0,0,0,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12974016.2222931,11157236.5789474,11157236.5789474,13966973.4210526,3862306.22229314,17829279.6433458,-1816779.64334577,94.7142857142857
3,0,0,0,0,0,0,350000,0,0,0,0,36,1,251508,6,0.12,0,0.12,0,0,0.12,0,0.12,0,0,0,0,0,0,0,0.12,0,0.12,0,0,0.12,0,0.12,0,0,0,0,0,0,0,19,2,500,2916666.66666667,0,2916666.66666667,0,0,0,0,0,0,2916666.66666667,0,0,0,0,591666.666666667,186000,0,0,175000,0,0,25000,809722.222222222,120475.087719298,930197.30994152,1100000,975000,0,975000,12848033.3333333,0,0,12848033.3333333,6176038.64327485,316930.455703722,181514.879571667,498445.335275388,1250,0,0,0,0,1250,1875000,0,1875000,0,0,0,0,0,0,0,0,12833.3333333333,0,0,0,0,12833.3333333333,750,350,400,0,0,0,108.333333333333,0,858.333333333333,0,0,0,0,0,0,0,41.6666666666667,0,0,533.333333333333,133.333333333333,0,0,0,0,0,83.3333333333333,0,0,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14321478.6686087,-4301038.64327485,-4301038.64327485,19024071.9766082,1473445.33527539,20497517.3118836,-18622517.3118836,90.8205128205128
3,0,0,0,0,0,0,438000,0,0,0,0,36,1,251508,6,0.45,0.3,0.15,0,0,0.45,0.3,0.15,0,0,0,0,0,0,0,0.39,0.24,0.15,0,0,0.39,0.24,0.15,0,0,0,0,0,0,0,25.75,2,461.538461538462,1123076.92307692,0,1123076.92307692,0,0,0,0,0,0,1123076.92307692,0,0,0,0,1002820.51282051,671153.846153846,410256.41025641,0,38461.5384615385,0,0,0,735446.837606837,259374.358974359,994821.196581196,80666.6666666667,697435.897435897,0,697435.897435897,15565979.4871795,4397087.17948718,0,19963066.6666667,8969852.27350427,-1109575.09587485,251622.075707436,-857953.020167419,7743.58974358974,0,0,0,0,7743.58974358974,11615384.6153846,0,11615384.6153846,0,0,0,0,0,0,0,0,256407.692307692,0,0,0,0,256407.692307692,533.333333333333,210.25641025641,323.076923076923,348.717948717949,102.564102564103,246.153846153846,369.230769230769,0,1251.28205128205,0,0,0,0,0,0,0,225.641025641026,0,0,487.179487179487,123.076923076923,0,0,41.025641025641,0,41.025641025641,117.948717948718,0,0,215.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15405462.364448,2645532.34188034,7042619.52136752,24535831.7606838,-160517.122731521,24375314.6379522,-12759930.0225676,90.8205128205128
3,0,0,0,0,0,0,494000,0,0,0,0,35,1,258895,5,0.46,0,0.44,0,0.02,0.46,0,0.44,0,0.02,0,0,0,0,0,0.46,0,0.44,0,0.02,0.46,0,0.44,0,0.02,0,0,0,0,0,31,2,254.347826086956,1073913.04347826,0,1073913.04347826,0,0,0,0,0,0,1073913.04347826,0,0,0,0,111543.47826087,427173.913043478,0,0,0,0,0,0,269782.608695652,105217.391304348,375000,260869.565217391,3043478.26086956,0,3043478.26086956,8026136.95652174,3695652.17391304,0,11721789.1304348,6203047.17391304,172993.845472826,144567.109879239,317560.955352065,391.304347826087,0,5380.4347826087,0,21252.7173913043,21644.0217391304,782608.695652174,53131793.4782609,53914402.173913,0,0,0,0,0,0,0,0,5652.17391304348,0,0,0,0,5652.17391304348,291.304347826087,186.95652173913,104.347826086957,273.913043478261,117.391304347826,156.521739130435,165.217391304348,0,730.434782608696,0,0,0,0,0,0,0,91.3043478260869,0,34.7826086956522,404.347826086956,34.7826086956522,0,0,0,0,0,0,0,0,82.6086956521739,0,0,0,0,82.6086956521739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11387176.1727434,47711355,51407007.173913,14229184.1304348,3361039.21622163,17590223.3466564,36324178.8272566,94.7142857142857
3,0,0,0,0,0,0,600000,0,0,0,0,37,3,256777,5,1.25,0,1.25,0,0,1.25,0,1.25,0,0,0,0,0,0,0,1.25,0,1.25,0,0,1.25,0,1.25,0,0,0,0,0,0,0,37,2,176,480000,0,480000,0,0,0,0,0,0,480000,0,0,0,0,623360,234400,912480,0,0,0,0,0,340428.8,320601.6,661030.4,115200,1008000,0,1008000,8584118.4,1179000,0,9763118.4,4462247.4,385403.012497792,130244.62709736,515647.639595152,16000,0,1600,800,8744,24744,24000000,23750720,47750720,0,0,0,0,0,0,0,0,16000,0,0,0,0,16000,347.2,230.4,116.8,72,72,0,152,0,571.2,0,0,0,0,0,0,0,60.8,0,168,176,28.8,0,0,0,0,0,16,0,0,121.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10107766.0395952,43288472.6,44467472.6,13046365.8,1523647.63959515,14570013.4395952,33180706.5604048,44.6666666666667
3,0,0,0,0,0,0,680000,0,0,0,0,33,2,235300,6,0.55,0,0.55,0,0,0.55,0,0.55,0,0,0,0,0,0,0,0.55,0,0.55,0,0,0.55,0,0.55,0,0,0,0,0,0,0,12.25,2,309.090909090909,1236363.63636364,0,1236363.63636364,0,0,0,0,0,0,1236363.63636364,0,0,0,0,100000,154545.454545455,0,0,0,0,0,147272.727272727,748606.060606061,327272.727272727,1075878.78787879,1018181.81818182,2560000,0,2560000,10496003.6363636,0,0,10496003.6363636,3967542.42424242,339936.059038788,131554.591733273,471490.650772061,1818.18181818182,0,636.363636363636,0,2513.63636363636,4331.81818181818,2727272.72727273,6284090.90909091,9011363.63636363,0,0,0,0,0,0,0,0,3636.36363636364,0,0,0,0,3636.36363636364,505.454545454545,287.272727272727,218.181818181818,0,0,0,145.454545454545,0,650.909090909091,0,0,0,0,0,0,0,14.5454545454545,0,36.3636363636364,254.545454545455,145.454545454545,0,0,0,0,27.2727272727273,27.2727272727273,0,0,145.454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13527494.2871357,5043821.21212121,5043821.21212121,14463546.0606061,3031490.65077206,17495036.7113781,-8483673.07501449,23.7777777777778
3,0,0,0,0,0,10000,0,0,0,0,30000,36,1,251508,6,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,12.5,2,400,400000,100000,300000,0,0,0,0,0,100000,0,0,0,0,300000,186000,350200,0,0,100000,0,0,30000,430386.666666667,178376,608762.666666667,623333.333333333,1800000,0,1800000,13554340,1718920,0,15273260,4268724,280012.093787067,177146.706509,457158.800296067,3900,0,0,0,0,3900,8154000,0,8154000,0,0,0,0,0,0,10,10,0,0,0,0,600,600,850,0,850,140,0,140,140,0,1130,0,0,0,0,0,0,0,100,0,0,940,40,0,0,0,0,0,0,0,0,40,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15811498.8002961,3885276,5604196,17823064,2257158.80029607,20080222.8002961,-11926222.8002961,90.8205128205128
3,0,0,0,0,0,10000,0,0,0,0,675000,35,2,258895,6,0.66,0,0.66,0,0,0.66,0,0.66,0,0,0,0,0,0,0,0.66,0,0.66,0,0,0.66,0,0.66,0,0,0,0,0,0,0,26,2,151.515151515152,1037878.78787879,15151.5151515152,1022727.27272727,0,0,0,0,0,15151.5151515152,0,0,0,0,1022727.27272727,1512121.21212121,272727.272727273,0,0,0,0,0,22727.2727272727,824242.424242424,0,824242.424242424,545454.545454545,3030303.03030303,0,3030303.03030303,7339406.06060606,9517187.87878788,606060.606060606,17462654.5454545,14333414.5920594,123870.779272727,220173.410925455,344044.190198182,15151.5151515152,0,0,0,0,15151.5151515152,22727272.7272727,0,22727272.7272727,0,0,0,0,0,0,0.757575757575758,0.757575757575758,0,0,0,0,2272.72727272727,2272.72727272727,169.69696969697,84.8484848484848,84.8484848484848,630.30303030303,448.484848484848,181.818181818182,218.181818181818,0,1018.18181818182,0,0,0,0,0,0,0,60.6060606060606,0,0,545.454545454545,48.4848484848485,0,0,0,0,0,363.636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10977633.6890478,8393858.13521329,18253226.2121212,21936701.0606061,3374347.22050121,25311048.2811073,-2583775.55383454,39.1428571428571
3,0,0,0,0,0,10000,288000,0,0,0,0,36,1,251508,6,0.12,0,0.12,0,0,0.12,0,0.12,0,0,0,0,0,0,0,0.12,0,0.12,0,0,0.12,0,0.12,0,0,0,0,0,0,0,16,2,450,2483333.33333333,83333.3333333333,2400000,0,0,0,0,0,83333.3333333333,2400000,0,0,0,0,1000000,130416.666666667,0,0,0,0,0,25000,459555.555555556,143841.403508772,603396.959064327,519444.444444444,805000,0,805000,13328325,0,0,13328325,5013099.40350877,242461.260568916,183951.08867375,426412.349242666,1250,0,0,0,0,1250,1875000,0,1875000,0,0,0,0,0,0,8.33333333333333,8.33333333333333,13333.3333333333,0,0,0,0,13333.3333333333,841.666666666667,475,366.666666666667,0,0,0,50,0,891.666666666667,0,0,0,0,0,0,0,50,0,8.33333333333333,533.333333333333,50,0,0,0,0,0,241.666666666667,0,0,0,0,0,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14559737.3492427,-3138099.40350877,-3138099.40350877,18341424.4035088,1231412.34924267,19572836.7527514,-17697836.7527514,90.8205128205128
